"Consensus_bnumber"	"Consensus_symbol"	"Consensus_start"	"Consensus_stop"	"Consensus_strand"	"Consensus_TF"	"RegulonDB_gene_id"	"RegulonDB_symbol"	"RegulonDB_bnumber"	"RegulonDB_start"	"RegulonDB_stop"	"RegulonDB_strand"	"RegulonDB_type"	"RegulonDB_product_id"	"RegulonDB_product_name"	"RegulonDB_product_type"	"gene_synonyms"	"product_synonyms"	"RegulonDB_TF"	"Zika_gene_id"	"Zika_symbol"	"Zika_bnumber"	"Zika_essentiality"	"Zika_product"	"Zika_start"	"Zika_stop"	"Zika_strand"	"Zika_type"	"Zika_TF"	"test_start"	"test_stop"	"test_strand"
"b2470"	"acrD"	"2587595"	"2590708"	"+"	"0"	"ECK120000012"	"acrD"	"b2470"	"2587595"	"2590708"	"+"	NA	"ECK120004488"	"multidrug efflux pump RND permease AcrD"	NA	"b2470,ECK2465,EG10014,yffA,acrD,ECK120000012"	"AcrD,YffA,ECK120004488"	"0"	"2435"	"acrD"	"b2470"	NA	"multidrug efflux pump RND permease AcrD"	"2587595"	"2590708"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3265"	"acrE"	"3413864"	"3415021"	"+"	"0"	"ECK120000260"	"acrE"	"b3265"	"3413864"	"3415021"	"+"	NA	"ECK120004736"	"multidrug efflux pump membrane fusion lipoprotein AcrE"	NA	"b3265,ECK3252,EG10266,envC,acrE,ECK120000260"	"AcrE,EnvC,ECK120004736"	"0"	"3105"	"acrE"	"b3265"	NA	"multidrug efflux pump membrane fusion lipoprotein AcrE"	"3413864"	"3415021"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3266"	"acrF"	"3415033"	"3418137"	"+"	"0"	"ECK120000261"	"acrF"	"b3266"	"3415033"	"3418137"	"+"	NA	"ECK120004737"	"multidrug efflux pump RND permease AcrF"	NA	"b3266,ECK3253,EG10267,envD,acrF,ECK120000261"	"AcrF,EnvD,ECK120004737"	"0"	"3106"	"acrF"	"b3266"	NA	"multidrug efflux pump RND permease AcrF"	"3415033"	"3418137"	"+"	"CDS"	NA	"1"	"1"	"1"
"b0464"	"acrR"	"485761"	"486408"	"+"	"2"	"ECK120002020"	"acrR"	"b0464"	"485761"	"486408"	"+"	NA	"ECK120006496"	"DNA-binding transcriptional repressor AcrR"	NA	"b0464,ECK0458,EG12116,ybaH,acrR,ECK120002020"	"AcrR,YbaH,ECK120006496"	"1"	"3"	"acrR"	"b0464"	"non-essential"	"DNA-binding transcriptional repressor AcrR"	"485761"	"486408"	"+"	"CDS"	"1"	"1"	"1"	"1"
"b0762"	"acrZ"	"794773"	"794922"	"+"	"0"	"ECK120002996"	"acrZ"	"b0762"	"794773"	"794922"	"+"	NA	"ECK120007457"	"multidrug efflux pump accessory protein AcrZ"	NA	"b0762,ECK0751,G6396,ybhT,acrZ,ECK120002996"	"AcrZ,small membrane protein that interacts with the AcrAB-TolC multidrug efflux pump,YbhT,ECK120007457"	"0"	"936"	"acrZ"	"b0762"	NA	"multidrug efflux pump accessory protein AcrZ"	"794773"	"794922"	"+"	"CDS"	NA	"1"	"1"	"1"
"b4069"	"acs"	"4285413"	"4287371"	"-"	"0"	"ECK120001411"	"acs"	"b4069"	"4285413"	"4287371"	"-"	NA	"ECK120005887"	"acetyl-CoA synthetase (AMP-forming)"	NA	"acsA,b4069,ECK4062,EG11448,yfaC,acs,ECK120001411"	"Acs,AcsA,YfaC,ECK120005887"	"0"	"3793"	"acs"	"b4069"	NA	"acetyl-CoA synthetase (AMP-forming)"	"4285413"	"4287371"	"-"	"CDS"	NA	"1"	"1"	"1"
"b4067"	"actP"	"4283253"	"4284902"	"-"	"0"	"ECK120001870"	"actP"	"b4067"	"4283253"	"4284902"	"-"	NA	"ECK120006346"	"acetate/glycolate:cation symporter"	NA	"b4067,ECK4060,EG11942,yjcG,actP,ECK120001870"	"ActP,YjcG,ECK120006346"	"0"	"3791"	"actP"	"b4067"	NA	"acetate/glycolate:cation symporter"	"4283253"	"4284902"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2213"	"ada"	"2309341"	"2310405"	"-"	"2"	"ECK120000026"	"ada"	"b2213"	"2309341"	"2310405"	"-"	NA	"ECK120004502"	"DNA-binding transcriptional dual regulator / DNA repair protein Ada"	NA	"b2213,ECK2205,EG10029,ada,ECK120000026"	"Ada,ECK120004502"	"1"	"4"	"ada"	"b2213"	"non-essential"	"DNA-binding transcriptional dual regulator/DNA repair protein Ada"	"2309341"	"2310405"	"-"	"CDS"	"1"	"1"	"1"	"1"
"b1623"	"add"	"1702233"	"1703234"	"+"	"0"	"ECK120000027"	"add"	"b1623"	"1702233"	"1703234"	"+"	NA	"ECK120004503"	"adenosine deaminase"	NA	"b1623,ECK1618,EG10030,add,ECK120000027"	"Add,ECK120004503"	"0"	"1689"	"add"	"b1623"	NA	"adenosine deaminase"	"1702233"	"1703234"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3665"	"adeD"	"3843964"	"3845730"	"+"	"0"	"ECK120001635"	"adeD"	"b3665"	"3843964"	"3845730"	"+"	NA	"ECK120006111"	"adenine deaminase"	NA	"ade,adeC(B.s.),adu,b3665,ECK3656,EG11692,yicP,adeD,ECK120001635"	"Ade,AdeD,Adu,cryptic adenine deaminase,YicP,ECK120006111"	"0"	"3462"	"adeD"	"b3665"	NA	"adenine deaminase"	"3843964"	"3845730"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3714"	"adeP"	"3895272"	"3896609"	"-"	"0"	"ECK120001663"	"adeP"	"b3714"	"3895272"	"3896609"	"-"	NA	"ECK120006139"	"adenine:H<sup>+</sup> symporter"	NA	"b3714,ECK3707,EG11724,purP,yieG,adeP,ECK120001663"	"AdeP,PurP,YieG,ECK120006139"	"0"	"3503"	"adeP"	"b3714"	NA	"adenine:H(+) symporter"	"3895272"	"3896609"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3664"	"adeQ"	"3842455"	"3843789"	"-"	"0"	"ECK120001634"	"adeQ"	"b3664"	"3842455"	"3843789"	"-"	NA	"ECK120006110"	"adenine transporter"	NA	"b3664,ECK3655,EG11691,yicO,adeQ,ECK120001634"	"AdeQ,YicO,ECK120006110"	"0"	"3461"	"adeQ"	"b3664"	NA	"adenine transporter"	"3842455"	"3843789"	"-"	"CDS"	NA	"1"	"1"	"1"
"b1241"	"adhE"	"1295446"	"1298121"	"-"	"0"	"ECK120000028"	"adhE"	"b1241"	"1295446"	"1298121"	"-"	NA	"ECK120004504"	"aldehyde/alcohol dehydrogenase AdhE"	NA	"adhC,ana,b1241,ECK1235,EG10031,adhE,ECK120000028"	"AdhC,AdhE,Ana,ECK120004504"	"0"	"1372"	"adhE"	"b1241"	NA	"aldehyde-alcohol dehydrogenase"	"1295446"	"1298121"	"-"	"CDS"	NA	"1"	"1"	"1"
"b1478"	"adhP"	"1552828"	"1553838"	"-"	"0"	"ECK120003364"	"adhP"	"b1478"	"1552828"	"1553838"	"-"	NA	"ECK120007820"	"ethanol dehydrogenase / alcohol dehydrogenase"	NA	"b1478,ECK1472,G6775,yddN,adhP,ECK120003364"	"AdhP,YddN,ECK120007820"	"0"	"1572"	"adhP"	"b1478"	NA	"ethanol dehydrogenase/alcohol dehydrogenase"	"1552828"	"1553838"	"-"	"CDS"	NA	"1"	"1"	"1"
"b4117"	"adiA"	"4338254"	"4340521"	"-"	"0"	"ECK120001457"	"adiA"	"b4117"	"4338254"	"4340521"	"-"	NA	"ECK120005933"	"arginine decarboxylase, degradative"	NA	"adi,b4117,ECK4110,EG11501,adiA,ECK120001457"	"Adi,AdiA,ECK120005933"	"0"	"3837"	"adiA"	"b4117"	NA	"arginine decarboxylase, degradative"	"4338254"	"4340521"	"-"	"CDS"	NA	"1"	"1"	"1"
"b4115"	"adiC"	"4335694"	"4337031"	"-"	"0"	"ECK120002306"	"adiC"	"b4115"	"4335694"	"4337031"	"-"	NA	"ECK120006781"	"arginine:agmatine antiporter"	NA	"b4115,ECK4108,EG12462,yjdD,yjdE,adiC,ECK120002306"	"AdiC,YjdD,YjdE,ECK120006781"	"0"	"3836"	"adiC"	"b4115"	NA	"arginine:agmatine antiporter"	"4335694"	"4337031"	"-"	"CDS"	NA	"1"	"1"	"1"
"b4116"	"adiY"	"4337168"	"4337929"	"-"	"2"	"ECK120001892"	"adiY"	"b4116"	"4337168"	"4337929"	"-"	NA	"ECK120006368"	"DNA-binding transcriptional activator AdiY"	NA	"b4116,ECK4109,EG11966,adiY,ECK120001892"	"AdiY,ECK120006368"	"1"	"5"	"adiY"	"b4116"	"non-essential"	"DNA-binding transcriptional activator AdiY"	"4337168"	"4337929"	"-"	"CDS"	"1"	"1"	"1"	"1"
"b0474"	"adk"	"497175"	"497819"	"+"	"0"	"ECK120000029"	"adk"	"b0474"	"497175"	"497819"	"+"	NA	"ECK120004505"	"adenylate kinase"	NA	"b0474,dnaW,ECK0468,EG10032,plsA,adk,ECK120000029"	"Adk,DnaW,PlsA,ECK120004505"	"0"	"704"	"adk"	"b0474"	NA	"adenylate kinase"	"497175"	"497819"	"+"	"CDS"	NA	"1"	"1"	"1"
"b2468"	"aegA"	"2583546"	"2585525"	"-"	"0"	"ECK120002270"	"aegA"	"b2468"	"2583546"	"2585525"	"-"	NA	"ECK120006745"	"putative oxidoreductase AegA"	NA	"b2468,ECK2463,EG12409,yffG,aegA,ECK120002270"	"AegA,putative oxidoreductase Fe-S subunit AegA,YffG,ECK120006745"	"0"	"2433"	"aegA"	"b2468"	NA	"putative oxidoreductase Fe-S subunit AegA"	"2583546"	"2585525"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3072"	"aer"	"3217556"	"3219076"	"-"	"0"	"ECK120004149"	"aer"	"b3072"	"3217556"	"3219076"	"-"	NA	"ECK120008592"	"aerotaxis sensor receptor, flavoprotein"	NA	"air,b3072,ECK3062,G7595,yqjJ,aer,ECK120004149"	"Aer,Air,YqjJ,ECK120008592"	"0"	"2937"	"aer"	"b3072"	NA	"aerotaxis sensor receptor, flavoprotein"	"3217556"	"3219076"	"-"	"CDS"	NA	"1"	"1"	"1"
"b0476"	"aes"	"499014"	"499973"	"-"	"0"	"ECK120001089"	"aes"	"b0476"	"499014"	"499973"	"-"	NA	"ECK120005565"	"acetylesterase"	NA	"b0476,ECK0470,EG11101,ybaC,aes,ECK120001089"	"Aes,YbaC,ECK120005565"	"0"	"706"	"aes"	"b0476"	NA	"acetylesterase"	"499014"	"499973"	"-"	"CDS"	NA	"1"	"1"	"1"
"b0263"	"afuB"	"278814"	"279162"	"-"	"0"	"ECK120002757"	"afuB"	"b0263"	"278814"	"279162"	"-"	"Pseudo Gene"	"ECK120007231"	"CP4-6 prophage; ABC transporter membrane protein AfuB"	NA	"b0263,ECK0265,fbpB,G6137,afuB,ECK120002757"	"b0263,ECK120007231"	"0"	"4111"	"afuB"	"b0263"	NA	"CP4-6 prophage; ABC transporter membrane protein AfuB"	"278814"	"279162"	"-"	"CDS"	NA	"1"	"1"	"1"
"b0262"	"afuC"	"277756"	"278802"	"-"	"0"	"ECK120002215"	"afuC"	"b0262"	"277756"	"278802"	"-"	NA	"ECK120006690"	"CP4-6 prophage; ABC transporter ATP-binding protein AfuC"	NA	"b0262,ECK0264,EG12340,fbpC,yagC,afuC,ECK120002215"	"AfuC,FbpC,YagC,ECK120006690"	"0"	"532"	"afuC"	"b0262"	NA	"CP4-6 prophage; ABC transporter ATP-binding protein AfuC"	"277756"	"278802"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3135"	"agaA"	"3281122"	"3281625"	"+"	"0"	"ECK120002380"	"agaA"	"b3135"	"3281122"	"3281625"	"+"	"Pseudo Gene"	"ECK120006855"	"putative truncated N-acetylgalactosamine-6-phosphate deacetylase"	NA	"b3135,ECK3123,EG12766,yraA,agaA,ECK120002380"	"b3135,ECK120006855"	"0"	"4222"	"agaA"	"b3135"	NA	"putative truncated N-acetylgalactosamine-6-phosphate deacetylase"	"3281122"	"3281625"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3138"	"agaB"	"3284170"	"3284646"	"+"	"0"	"ECK120002382"	"agaB"	"b3138"	"3284170"	"3284646"	"+"	NA	"ECK120006857"	"galactosamine-specific PTS enzyme IIB component"	NA	"b3138,ECK3126,EG12769,yraD,agaB,ECK120002382"	"AgaB,YraD,ECK120006857"	"0"	"2990"	"agaB"	"b3138"	NA	"galactosamine-specific PTS enzyme IIB component"	"3284170"	"3284646"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3139"	"agaC"	"3284685"	"3285488"	"+"	"0"	"ECK120002383"	"agaC"	"b3139"	"3284685"	"3285488"	"+"	NA	"ECK120006858"	"galactosamine-specific PTS enzyme IIC component"	NA	"b3139,ECK3127,EG12770,yraE,agaC,ECK120002383"	"AgaC,YraE,ECK120006858"	"0"	"2991"	"agaC"	"b3139"	NA	"galactosamine-specific PTS enzyme IIC component"	"3284685"	"3285488"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3140"	"agaD"	"3285478"	"3286269"	"+"	"0"	"ECK120004185"	"agaD"	"b3140"	"3285478"	"3286269"	"+"	NA	"ECK120008628"	"galactosamine-specific PTS enzyme IID component"	NA	"b3140,ECK3128,G7635,yraF,agaD,ECK120004185"	"AgaD,YraF,ECK120008628"	"0"	"2992"	"agaD"	"b3140"	NA	"galactosamine-specific PTS enzyme IID component"	"3285478"	"3286269"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3141"	"agaI"	"3286270"	"3287025"	"+"	"0"	"ECK120004186"	"agaI"	"b3141"	"3286270"	"3287025"	"+"	NA	"ECK120008629"	"putative deaminase AgaI"	NA	"b3141,ECK3129,G7636,yraG,agaI,ECK120004186"	"AgaI,YraG,ECK120008629"	"0"	"2993"	"agaI"	"b3141"	NA	"putative deaminase AgaI"	"3286270"	"3287025"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3131"	"agaR"	"3277856"	"3278665"	"-"	"2"	"ECK120004180"	"agaR"	"b3131"	"3277856"	"3278665"	"-"	NA	"ECK120008623"	"DNA-binding transcriptional repressor AgaR"	NA	"b3131,ECK3119,G7630,yhaW,agaR,ECK120004180"	"AgaR,YhaW,ECK120008623"	"1"	"6"	"agaR"	"b3131"	"non-essential"	"DNA-binding transcriptional repressor AgaR"	"3277856"	"3278665"	"-"	"CDS"	"1"	"1"	"1"	"1"
"b3136"	"agaS"	"3281976"	"3283130"	"+"	"0"	"ECK120004184"	"agaS"	"b3136"	"3281976"	"3283130"	"+"	NA	"ECK120008627"	"putative galactosamine-6-phosphate deaminase/isomerase"	NA	"b3136,ECK3124,G7634,yraB,agaS,ECK120004184"	"AgaS,YraB,ECK120008627"	"0"	"2988"	"agaS"	"b3136"	NA	"putative galactosamine-6-phosphate deaminase/isomerase"	"3281976"	"3283130"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3133"	"agaV"	"3280217"	"3280690"	"+"	"0"	"ECK120004182"	"agaV"	"b3133"	"3280217"	"3280690"	"+"	NA	"ECK120008625"	"<i>N</i>-acetyl-D-galactosamine specific PTS enzyme IIB component"	NA	"b3133,ECK3121,G7632,yhaY,agaV,ECK120004182"	"AgaV,EIIB<sup>Aga</sup>,EIIB<sup>GalNAc</sup>,Enzyme IIB<sup>Aga</sup>,Enzyme IIB<sup>GalNAc</sup>,YhaY,ECK120008625"	"0"	"2987"	"agaV"	"b3133"	NA	"N-acetyl-D-galactosamine specific PTS enzyme IIB component"	"3280217"	"3280690"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3134"	"agaW"	"3280701"	"3281102"	"+"	"0"	"ECK120004183"	"agaW"	"b3134"	"3280701"	"3281102"	"+"	"Pseudo Gene"	"ECK120008626"	"<I>N</I>-acetyl-D-galactosamine specific PTS truncated enzyme IIC component"	NA	"b3134,ECK3122,G7633,yhaZ,agaW,ECK120004183"	"b3134,ECK120008626"	"0"	"4221"	"agaW"	"b3134"	NA	"N-acetyl-D-galactosamine specific PTS truncated enzyme IIC component"	"3280701"	"3281102"	"+"	"CDS"	NA	"1"	"1"	"1"
"b1002"	"agp"	"1065585"	"1066826"	"+"	"0"	"ECK120000030"	"agp"	"b1002"	"1065585"	"1066826"	"+"	NA	"ECK120004506"	"glucose-1-phosphatase"	NA	"b1002,ECK0993,EG10033,agp,ECK120000030"	"Agp,ECK120004506"	"0"	"1160"	"agp"	"b1002"	NA	"glucose-1-phosphatase"	"1065585"	"1066826"	"+"	"CDS"	NA	"1"	"1"	"1"
"b4712"	"agrA"	"3648063"	"3648146"	"+"	"0"	"ECK125158033"	"agrA"	"b4712"	"3648063"	"3648146"	"+"	NA	"ECK125158034"	"AgrA"	"small RNA"	"b4712,ECK4569,G0-10751,b4712_ncRNA_3648062_3648146,agrA,ECK125158033"	"small RNA AgrA,ECK125158034"	"0"	"8985"	"agrA"	"b4712_ncRNA_3648062_3648146"	NA	"small RNA AgrA"	"3648063"	"3648146"	"+"	"ncRNA"	NA	"1"	"1"	"1"
"b4713"	"agrB"	"3648294"	"3648377"	"+"	"0"	"ECK125158035"	"agrB"	"b4713"	"3648294"	"3648377"	"+"	NA	"ECK125158036"	"AgrB"	"small RNA"	"b4713,ECK4570,G0-10752,b4713_ncRNA_3648293_3648377,agrB,ECK125158035"	"small RNA AgrB,ECK125158036"	"0"	"8986"	"agrB"	"b4713_ncRNA_3648293_3648377"	NA	"small RNA AgrB"	"3648294"	"3648377"	"+"	"ncRNA"	NA	"1"	"1"	"1"
"b0605"	"ahpC"	"638945"	"639508"	"+"	"0"	"ECK120001351"	"ahpC"	"b0605"	"638945"	"639508"	"+"	NA	"ECK120005827"	"alkyl hydroperoxide reductase, AhpC component"	NA	"b0605,ECK0599,EG11384,ssi8,tpx,ahpC,ECK120001351"	"AhpC,alkyl hydroperoxide reductase, C22 subunit,Ssi8,Tpx,ECK120005827"	"0"	"814"	"ahpC"	"b0605"	NA	"alkyl hydroperoxide reductase, AhpC component"	"638945"	"639508"	"+"	"CDS"	NA	"1"	"1"	"1"
"b0606"	"ahpF"	"639753"	"641318"	"+"	"0"	"ECK120001352"	"ahpF"	"b0606"	"639753"	"641318"	"+"	NA	"ECK120005828"	"alkyl hydroperoxide reductase, AhpF component"	NA	"b0606,ECK0600,EG11385,ahpF,ECK120001352"	"AhpF,alkyl hydroperoxide reductase, F52a subunit,ECK120005828"	"0"	"815"	"ahpF"	"b0606"	NA	"alkyl hydroperoxide reductase, AhpF component"	"639753"	"641318"	"+"	"CDS"	NA	"1"	"1"	"1"
"b4269"	"ahr"	"4495190"	"4496209"	"-"	"0"	"ECK120001400"	"ahr"	"b4269"	"4495190"	"4496209"	"-"	NA	"ECK120005876"	"aldehyde reductase, NADPH-dependent"	NA	"b4269,ECK4262,EG11436,yjgB,ahr,ECK120001400"	"AdhZ3,Ahr,YjgB,ECK120005876"	"0"	"3970"	"ahr"	"b4269"	NA	"aldehyde reductase, NADPH-dependent"	"4495190"	"4496209"	"-"	"CDS"	NA	"1"	"1"	"1"
"b4187"	"aidB"	"4414275"	"4415900"	"+"	"2"	"ECK120001745"	"aidB"	"b4187"	"4414275"	"4415900"	"+"	NA	"ECK120006221"	"putative acyl-CoA dehydrogenase AidB"	NA	"b4187,ECK4183,EG11811,aidB,ECK120001745"	"AidB,isovaleryl-CoA dehydrogenase and DNA-binding transcriptional repressor,ECK120006221"	"1"	"7"	"aidB"	"b4187"	"non-essential"	"putative acyl-CoA dehydrogenase AidB"	"4414275"	"4415900"	"+"	"CDS"	"1"	"1"	"1"	"1"
"b2252"	"ais"	"2365018"	"2365620"	"-"	"0"	"ECK120003741"	"ais"	"b2252"	"2365018"	"2365620"	"-"	NA	"ECK120008189"	"putative lipopolysaccharide core heptose(II)-phosphate phosphatase"	NA	"b2252,ECK2245,G7165,pagH,pmrG,ais,ECK120003741"	"Ais,PagH,PmrG,ECK120008189"	"0"	"2236"	"ais"	"b2252"	NA	"putative lipopolysaccharide core heptose(II)-phosphate phosphatase"	"2365018"	"2365620"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2290"	"alaA"	"2407561"	"2408778"	"+"	"0"	"ECK120003759"	"alaA"	"b2290"	"2407561"	"2408778"	"+"	NA	"ECK120008207"	"glutamate&mdash;pyruvate aminotransferase AlaA"	NA	"b2290,ECK2284,G7184,yfbQ,alaA,ECK120003759"	"AlaA,YfbQ,ECK120008207"	"0"	"2274"	"alaA"	"b2290"	NA	"glutamate--pyruvate aminotransferase AlaA"	"2407561"	"2408778"	"+"	"CDS"	NA	"1"	"1"	"1"
"ECK120002630"	"alaB"	"2"	"2"	NA	"0"	"ECK120002630"	"alaB"	NA	NA	NA	NA	NA	"ECK120007104"	"glutamate&mdash;pyruvate aminotransferase AlaB"	NA	"G0-9281,NA,alaB,ECK120002630"	"AlaB,ECK120007104"	"0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"b2379"	"alaC"	"2497057"	"2498295"	"-"	"0"	"ECK120003817"	"alaC"	"b2379"	"2497057"	"2498295"	"-"	NA	"ECK120008265"	"glutamate&mdash;pyruvate aminotransferase AlaC"	NA	"b2379,ECK2375,G7242,yfdZ,alaC,ECK120003817"	"AlaC,YfdZ,ECK120008265"	"0"	"2356"	"alaC"	"b2379"	NA	"glutamate--pyruvate aminotransferase AlaC"	"2497057"	"2498295"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2670"	"alaE"	"2799164"	"2799613"	"+"	"0"	"ECK120003966"	"alaE"	"b2670"	"2799164"	"2799613"	"+"	NA	"ECK120008413"	"L-alanine exporter"	NA	"b2670,ECK2664,G7399,ygaW,alaE,ECK120003966"	"AlaE,YgaW,ECK120008413"	"0"	"2604"	"alaE"	"b2670"	NA	"L-alanine exporter"	"2799164"	"2799613"	"+"	"CDS"	NA	"1"	"1"	"1"
"b2697"	"alaS"	"2819381"	"2822011"	"-"	"2"	"ECK120000031"	"alaS"	"b2697"	"2819381"	"2822011"	"-"	NA	"ECK120004507"	"alanine&mdash;tRNA ligase/DNA-binding transcriptional repressor"	NA	"act,ala-act,b2697,ECK2692,EG10034,lovB,alaS,ECK120000031"	"Act,ala-act,AlaS,LovB,ECK120004507"	"1"	"202"	"alaS"	"b2697"	"non-essential"	"alanine--tRNA ligase/DNA-binding transcriptional repressor"	"2819381"	"2822011"	"-"	"CDS"	"1"	"1"	"1"	"1"
"b3853"	"alaT"	"4037260"	"4037335"	"+"	"0"	"ECK120002451"	"alaT"	"b3853"	"4037260"	"4037335"	"+"	NA	"ECK120006926"	"tRNA-Ala(UGC)"	"tRNAs"	"b3853,ECK3845,EG30008,talA,b3853_tRNA_4037259_4037335,alaT,ECK120002451"	"tRNA<sup>alaT</sup>,ECK120006926"	"0"	"9015"	"alaT"	"b3853_tRNA_4037259_4037335"	NA	"tRNA-Ala"	"4037260"	"4037335"	"+"	"tRNA"	NA	"1"	"1"	"1"
"b3276"	"alaU"	"3426958"	"3427033"	"-"	"0"	"ECK120002452"	"alaU"	"b3276"	"3426958"	"3427033"	"-"	NA	"ECK120006927"	"tRNA-Ala(UGC)"	"tRNAs"	"b3276,ECK3263,EG30009,talD,b3276_tRNA_3426957_3427033,alaU,ECK120002452"	"tRNA<sup>alaU</sup>,ECK120006927"	"0"	"8975"	"alaU"	"b3276_tRNA_3426957_3427033"	NA	"tRNA-Ala"	"3426958"	"3427033"	"-"	"tRNA"	NA	"1"	"1"	"1"
"b0203"	"alaV"	"225500"	"225575"	"+"	"0"	"ECK120002453"	"alaV"	"b0203"	"225500"	"225575"	"+"	NA	"ECK120006928"	"tRNA-Ala(UGC)"	"tRNAs"	"b0203,ECK0203,EG30010,b0203_tRNA_225499_225575,alaV,ECK120002453"	"tRNA<sup>alaV</sup>,ECK120006928"	"0"	"8803"	"alaV"	"b0203_tRNA_225499_225575"	NA	"tRNA-Ala"	"225500"	"225575"	"+"	"tRNA"	NA	"1"	"1"	"1"
"b2397"	"alaW"	"2518156"	"2518231"	"-"	"0"	"ECK120002454"	"alaW"	"b2397"	"2518156"	"2518231"	"-"	NA	"ECK120006929"	"tRNA-Ala(GGC)"	"tRNAs"	"alaWalpha,b2397,ECK2391,EG30011,b2397_tRNA_2518155_2518231,alaW,ECK120002454"	"tRNA<sup>alaW</sup>,ECK120006929"	"0"	"8917"	"alaW"	"b2397_tRNA_2518155_2518231"	NA	"tRNA-Ala"	"2518156"	"2518231"	"-"	"tRNA"	NA	"1"	"1"	"1"
"b2396"	"alaX"	"2518041"	"2518116"	"-"	"0"	"ECK120002455"	"alaX"	"b2396"	"2518041"	"2518116"	"-"	NA	"ECK120006930"	"tRNA-Ala(GGC)"	"tRNAs"	"alaWbeta,b2396,ECK2390,EG30012,b2396_tRNA_2518040_2518116,alaX,ECK120002455"	"tRNA<sup>alaX</sup>,ECK120006930"	"0"	"8916"	"alaX"	"b2396_tRNA_2518040_2518116"	NA	"tRNA-Ala"	"2518041"	"2518116"	"-"	"tRNA"	NA	"1"	"1"	"1"
"b1415"	"aldA"	"1488232"	"1489671"	"+"	"0"	"ECK120000032"	"aldA"	"b1415"	"1488232"	"1489671"	"+"	NA	"ECK120004508"	"aldehyde dehydrogenase A"	NA	"ald,b1415,ECK1408,EG10035,aldA,ECK120000032"	"Ald,AldA,ECK120004508"	"0"	"1523"	"aldA"	"b1415"	NA	"aldehyde dehydrogenase A"	"1488232"	"1489671"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3588"	"aldB"	"3754973"	"3756511"	"-"	"0"	"ECK120002173"	"aldB"	"b3588"	"3754973"	"3756511"	"-"	NA	"ECK120006649"	"aldehyde dehydrogenase B"	NA	"b3588,ECK3577,EG12292,yiaX,aldB,ECK120002173"	"AldB,YiaX,ECK120006649"	"0"	"3389"	"aldB"	"b3588"	NA	"aldehyde dehydrogenase B"	"3754973"	"3756511"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2068"	"alkA"	"2146692"	"2147540"	"-"	"0"	"ECK120001200"	"alkA"	"b2068"	"2146692"	"2147540"	"-"	NA	"ECK120005676"	"DNA-3-methyladenine glycosylase 2"	NA	"aidA,b2068,ECK2062,EG11222,alkA,ECK120001200"	"3-methyl-adenine DNA glycosylase II, inducible,AidA,AlkA,ECK120005676"	"0"	"2082"	"alkA"	"b2068"	NA	"DNA-3-methyladenine glycosylase 2"	"2146692"	"2147540"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2212"	"alkB"	"2308691"	"2309341"	"-"	"0"	"ECK120000034"	"alkB"	"b2212"	"2308691"	"2309341"	"-"	NA	"ECK120004510"	"DNA oxidative demethylase"	NA	"aidD,b2212,ECK2204,EG10037,alkB,ECK120000034"	"&alpha;-ketoglutarate-dependent dioxygenase,AidD,AlkB,alkyladenine-DNA dioxygenase,ECK120004510"	"0"	"2203"	"alkB"	"b2212"	NA	"DNA oxidative demethylase"	"2308691"	"2309341"	"-"	"CDS"	NA	"1"	"1"	"1"
"b0505"	"allA"	"532451"	"532933"	"+"	"0"	"ECK120002883"	"allA"	"b0505"	"532451"	"532933"	"+"	NA	"ECK120007353"	"ureidoglycolate lyase"	NA	"b0505,ECK0498,G6275,glxA2,ybbT,allA,ECK120002883"	"AllA,YbbT,ECK120007353"	"0"	"728"	"allA"	"b0505"	NA	"ureidoglycolate lyase"	"532451"	"532933"	"+"	"CDS"	NA	"1"	"1"	"1"
"b0512"	"allB"	"539147"	"540508"	"+"	"0"	"ECK120002889"	"allB"	"b0512"	"539147"	"540508"	"+"	NA	"ECK120007359"	"allantoinase"	NA	"b0512,ECK0505,G6281,glxB3,ybbX,allB,ECK120002889"	"AllB,YbbX,ECK120007359"	"0"	"733"	"allB"	"b0512"	NA	"allantoinase"	"539147"	"540508"	"+"	"CDS"	NA	"1"	"1"	"1"
