"Reference_name"	"Reference_bnumber"	"Reference_symbol"	"RegulonDB_tf_id"	"RegulonDB_tf_name"	"RegulonDB_tf_symmetry"	"RegulonDB_tf_family"	"RegulonDB_tf_class"	"RegulonDB_tf_conformation_id"	"RegulonDB_tf_conformation_final_state"	"RegulonDB_tf_conformation_type"	"RegulonDB_tf_interaction_type"	"RegulonDB_tf_apo_holo"	"Uniprot_ID"	"Pfam_ID"	"Refseq_ID"	"product_synonyms"	"RegulonDB_product_name"	"Ecocyc_id"	"gene_synonyms"	"RegulonDB_TF"	"Annotated_TF"	"Predicted_TF_2015"	"Predicted_TF_2020"	"Predicted_TF_2021"	"TF_synonyms"
"CpxR"	"b3912"	"cpxR"	"ECK120011210"	"CpxR"	NA	"OmpR"	"Local Regulator"	"ECK125147176,ECK125269248"	"CpxR,CpxR-phosphorylated"	"Active,Inactive"	"Covalent"	"Apo,Holo"	"P0AE88"	"PF00072,PF00486"	"NP_418348"	"b3912,CpxR,CpxR response regulator,ECK120004493,YiiA"	"DNA-binding transcriptional dual regulator CpxR"	"EG10020"	"b3912,cpxR,ECK120000017,ECK3905,EG10020,yiiA"	1	1	1	1	1	"b3912,cpxR,CpxR,CpxR response regulator,CpxR-phosphorylated,DNA-binding transcriptional dual regulator CpxR,ECK120000017,ECK120004493,ECK3905,EG10020,NP_418348,P0AE88,yiiA,YiiA"
"Cra"	"b0080"	"cra"	"ECK120013112"	"Cra"	"inverted-repeat"	"GalR/LacI"	"Local Regulator"	"ECK125269240,ECK125272656"	"Cra,Cra-&beta;-D-fructofuranose 1-phosphate"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P0ACP1"	"PF00356,PF00532"	"NP_414622"	"b0080,Cra,ECK120004808,FruC,FruR,Shl"	"DNA-binding transcriptional dual regulator Cra"	"EG10338"	"b0080,cra,ECK0081,ECK120000332,EG10338,fruC,fruR,shl"	1	1	1	1	1	"b0080,cra,Cra,Cra-&beta;-D-fructofuranose 1-phosphate,DNA-binding transcriptional dual regulator Cra,ECK0081,ECK120000332,ECK120004808,EG10338,fruC,FruC,fruR,FruR,NP_414622,P0ACP1,shl,Shl"
"CreB"	"b4398"	"creB"	"ECK120035002"	"CreB"	NA	"OmpR"	"Local Regulator"	"ECK125147177,ECK125269245"	"CreB,CreB-phosphorylated"	"Active,Inactive"	"Covalent"	"Apo,Holo"	"P08368"	"PF00072,PF00486"	"NP_418815"	"b4398,CreB,CreB response regulator,ECK120005673,YjjE"	"DNA-binding transcriptional regulator CreB"	"EG11218"	"b4398,creB,ECK120001197,ECK4390,EG11218,ORF2,yjjE"	1	1	1	1	1	"b4398,creB,CreB,CreB response regulator,CreB-phosphorylated,DNA-binding transcriptional regulator CreB,ECK120001197,ECK120005673,ECK4390,EG11218,NP_418815,ORF2,P08368,yjjE,YjjE"
"crl"	"b0240"	"crl"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0240,ECK120005556"	"RNA polymerase holoenzyme assembly factor Crl"	"EG11092"	"b0240,crl,ECK0241,ECK120001080,EG11092"	0	0	1	0	0	"b0240,crl,Crl,ECK0241,ECK120001080,ECK120005556,EG11092,RNA polymerase holoenzyme assembly factor Crl"
"CRP"	"b3357"	"crp"	"ECK120011235"	"CRP"	NA	"CRP"	"Global Regulator"	"ECK125147178,ECK125269234"	"CRP,CRP-cyclic-AMP"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P0ACJ8"	"PF00027,PF13545"	"NP_417816"	"b3357,Cap,Crp,Csm,ECK120004636,GurB"	"DNA-binding transcriptional dual regulator CRP"	"EG10164"	"b3357,cap,crp,csm,ECK120000160,ECK3345,EG10164,gurB"	1	1	1	1	1	"b3357,cap,Cap,crp,Crp,CRP,CRP-cyclic-AMP,csm,Csm,DNA-binding transcriptional dual regulator CRP,ECK120000160,ECK120004636,ECK3345,EG10164,gurB,GurB,NP_417816,P0ACJ8"
"CRP-Sxy"	"b0959,b3357"	"sxy,crp"	"ECK125286587"	"CRP-Sxy"	NA	NA	"Local Regulator"	"ECK125286596"	"CRP-Sxy"	"Active"	NA	NA	NA	NA	NA	"b0959,ECK120007555,Sxy,YccR,b3357,Cap,Crp,Csm,ECK120004636,GurB"	"transcriptional coactivator for CRP,DNA-binding transcriptional dual regulator CRP"	"G6494,EG10164"	"b0959,ECK0950,ECK120003094,G6494,sxy,yccR,b3357,cap,crp,csm,ECK120000160,ECK3345,EG10164,gurB"	1	1	1	1	1	"b0959,b3357,cap,Cap,crp,Crp,CRP-Sxy,csm,Csm,DNA-binding transcriptional dual regulator CRP,ECK0950,ECK120000160,ECK120003094,ECK120004636,ECK120007555,ECK3345,EG10164,G6494,gurB,GurB,sxy,Sxy,transcriptional coactivator for CRP,yccR,YccR"
"CsgD"	"b1040"	"csgD"	"ECK120013342"	"CsgD"	"asymmetric"	"LuxR/UhpA"	"Local Regulator"	"ECK125269272"	"CsgD"	"Active"	NA	NA	"P52106"	"PF00196"	"NP_415558"	"b1040,CsgD,ECK120007601"	"DNA-binding transcriptional dual regulator CsgD"	"G6546"	"b1040,csgD,ECK1026,ECK120003142,G6546"	1	1	1	1	1	"b1040,csgD,CsgD,DNA-binding transcriptional dual regulator CsgD,ECK1026,ECK120003142,ECK120007601,G6546,NP_415558,P52106"
"CspA"	"b3556"	"cspA"	"ECK120013061"	"CspA"	"asymmetric"	"Cold"	"Local Regulator"	"ECK125269436"	"CspA"	"Active"	NA	NA	"P0A9X9"	"PF00313"	"NP_418012"	"b3556,CS7.4,CspA,DNA-binding transcriptional activator CspA,ECK120004638,F10.6,major cold shock protein 7.4"	"cold shock protein CspA"	"EG10166"	"b3556,cspA,ECK120000162,ECK3543,EG10166"	1	1	1	1	1	"b3556,cold shock protein CspA,CS7.4,cspA,CspA,DNA-binding transcriptional activator CspA,ECK120000162,ECK120004638,ECK3543,EG10166,F10.6,major cold shock protein 7.4,NP_418012,P0A9X9"
"cspB"	"b1557"	"cspB"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1557,CspB,ECK120006567,Qin prophage; cold shock protein; putative DNA-binding transcriptional regulator"	"Qin prophage; cold shock-like protein CspB"	"EG12203"	"b1557,cspB,ECK120002091,ECK1551,EG12203"	0	1	1	1	0	"b1557,cspB,CspB,ECK120002091,ECK120006567,ECK1551,EG12203,Qin prophage; cold shock protein; putative DNA-binding transcriptional regulator,Qin prophage; cold shock-like protein CspB"
"cspC"	"b1823"	"cspC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1823,CspC,ECK120006568,MsmB"	"CspA family stress protein CspC"	"EG12204"	"b1823,cspC,ECK120002092,ECK1821,EG12204,msmB"	0	0	1	1	0	"b1823,CspA family stress protein CspC,cspC,CspC,ECK120002092,ECK120006568,ECK1821,EG12204,msmB,MsmB"
"cspD"	"b0880"	"cspD"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0880,CspD,CspH,ECK120005573,YbjA"	"DNA replication inhibitor CspD"	"EG11111"	"b0880,cspD,cspH,ECK0871,ECK120001097,EG11111,ybjA"	0	0	1	1	1	"b0880,cspD,CspD,cspH,CspH,DNA replication inhibitor CspD,ECK0871,ECK120001097,ECK120005573,EG11111,ybjA,YbjA"
"cspE"	"b0623"	"cspE"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0623,CspE,ECK120006548,GicA,MsmC"	"transcription antiterminator and regulator of RNA stability"	"EG12179"	"b0623,cspE,ECK0616,ECK120002072,EG12179,gicA,msmC"	0	0	1	1	0	"b0623,cspE,CspE,ECK0616,ECK120002072,ECK120006548,EG12179,gicA,GicA,msmC,MsmC,transcription antiterminator and regulator of RNA stability"
"cspF"	"b1558"	"cspF"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1558,CspF,ECK120006569"	"Qin prophage; cold shock-like protein CspF"	"EG12205"	"b1558,cspF,ECK120002093,ECK1552,EG12205"	0	0	1	0	0	"b1558,cspF,CspF,ECK120002093,ECK120006569,ECK1552,EG12205,Qin prophage; cold shock-like protein CspF"
"cspG"	"b0990"	"cspG"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0990,CspG,ECK120007572"	"cold shock protein CspG"	"G6511"	"b0990,cspG,ECK0980,ECK120003111,G6511"	0	0	1	0	0	"b0990,cold shock protein CspG,cspG,CspG,ECK0980,ECK120003111,ECK120007572,G6511"
"cspH"	"b0989"	"cspH"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0989,CspH,CspK,ECK120007571"	"CspA family protein CspH"	"G6510"	"b0989,cspH,cspK,ECK0979,ECK120003110,G6510"	0	0	1	0	0	"b0989,CspA family protein CspH,cspH,CspH,cspK,CspK,ECK0979,ECK120003110,ECK120007571,G6510"
"cspI"	"b1552"	"cspI"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1552,CspI,CspJ,ECK120007870"	"Qin prophage; cold shock-like protein CspI"	"G6825"	"b1552,cspI,cspJ,ECK120003414,ECK1546,G6825"	0	0	1	0	0	"b1552,cspI,CspI,cspJ,CspJ,ECK120003414,ECK120007870,ECK1546,G6825,Qin prophage; cold shock-like protein CspI"
"CsqR"	"b3884"	"csqR"	"ECK125285349"	"CsqR"	"inverted-repeat"	NA	"Local Regulator"	"ECK125285358,ECK125285361"	"CsqR,CsqR-6-sulfo-D-quinovose"	"Active,Inactive"	NA	"Apo,Holo"	"P32144"	"PF00455,PF08220"	"NP_418320"	"b3884,CsqR,ECK120006256,YihW"	"DNA-binding transcriptional dual regulator CsqR"	"EG11849"	"b3884,csqR,ECK120001780,ECK3877,EG11849,yihW"	1	1	1	0	1	"b3884,csqR,CsqR,CsqR-6-sulfo-D-quinovose,DNA-binding transcriptional dual regulator CsqR,ECK120001780,ECK120006256,ECK3877,EG11849,NP_418320,P32144,yihW,YihW"
"CueR"	"b0487"	"cueR"	"ECK125288994"	"CueR"	"inverted-repeat"	NA	"Local Regulator"	"ECK125146590,ECK125269313,ECK125272716"	"CueR-Ag,CueR-Au,CueR-Cu<SUP>+</SUP>"	"Active"	"Allosteric"	"Apo,Holo"	"P0A9G4"	"PF13411"	"NP_415020"	"b0487,CopR,CueR,ECK120007341,YbbI"	"DNA-binding transcriptional dual regulator CueR"	"G6263"	"b0487,copR,cueR,ECK0481,ECK120002871,G6263,ybbI"	1	1	1	1	1	"b0487,copR,CopR,cueR,CueR,CueR-Ag,CueR-Au,CueR-Cu<SUP>+</SUP>,DNA-binding transcriptional dual regulator CueR,ECK0481,ECK120002871,ECK120007341,G6263,NP_415020,P0A9G4,ybbI,YbbI"
"CusR"	"b0571"	"cusR"	"ECK120011941"	"CusR"	NA	"OmpR"	"Local Regulator"	"ECK125147186,ECK125269311"	"CusR,CusR-phosphorylated"	"Active,Inactive"	"Covalent"	"Apo,Holo"	"P0ACZ8"	"PF00072,PF00486"	"NP_415103"	"b0571,CusR,CusR response regulator,ECK120007394,YlcA"	"DNA-binding transcriptional activator CusR"	"G6319"	"b0571,cusR,ECK0563,ECK120002927,G6319,ylcA"	1	1	1	1	1	"b0571,cusR,CusR,CusR response regulator,CusR-phosphorylated,DNA-binding transcriptional activator CusR,ECK0563,ECK120002927,ECK120007394,G6319,NP_415103,P0ACZ8,ylcA,YlcA"
"CynR"	"b0338"	"cynR"	"ECK120013065"	"CynR"	"inverted-repeat"	"LysR"	"Local Regulator"	"ECK125269320,ECK125269386"	"CynR,CynR-cyanate"	"Active"	"Allosteric"	"Apo,Holo"	"P27111"	"PF00126,PF03466"	"NP_414872"	"b0338,CynR,ECK120005861"	"DNA-binding transcriptional dual regulator CynR"	"EG11421"	"b0338,cynR,ECK0335,ECK120001385,EG11421"	1	1	1	1	1	"b0338,cynR,CynR,CynR-cyanate,DNA-binding transcriptional dual regulator CynR,ECK0335,ECK120001385,ECK120005861,EG11421,NP_414872,P27111"
"CysB"	"b1275"	"cysB"	"ECK120011312"	"CysB"	NA	"LysR"	"Local Regulator"	"ECK125147187,ECK125147188,ECK125147189,ECK125269327,ECK125272634"	"CysB,CysB-<i>O</i>-acetyl-L-serine,CysB-N-acetyl-L-serine,CysB-Sulphide,CysB-Thiosulfate"	"Active,Inactive"	"Allosteric"	"Holo"	"P0A9F3"	"PF00126,PF03466"	"NP_415791"	"b1275,CysB,ECK120004655,positive transcriptional regulator for cysteine regulon"	"DNA-binding transcriptional dual regulator CysB"	"EG10184"	"b1275,cysB,ECK120000179,ECK1269,EG10184"	1	1	1	1	1	"b1275,cysB,CysB,CysB-<i>O</i>-acetyl-L-serine,CysB-N-acetyl-L-serine,CysB-Sulphide,CysB-Thiosulfate,DNA-binding transcriptional dual regulator CysB,ECK120000179,ECK120004655,ECK1269,EG10184,NP_415791,P0A9F3,positive transcriptional regulator for cysteine regulon"
"CytR"	"b3934"	"cytR"	"ECK120012407"	"CytR"	"inverted-repeat"	"GalR/LacI"	"Local Regulator"	"ECK125269255,ECK125272664"	"CytR,CytR-cytidine"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P0ACN7"	"PF00356,PF13377"	"NP_418369"	"b3934,CytR,ECK120004670"	"DNA-binding transcriptional repressor CytR"	"EG10200"	"b3934,cytR,ECK120000194,ECK3926,EG10200"	1	1	1	1	1	"b3934,cytR,CytR,CytR-cytidine,DNA-binding transcriptional repressor CytR,ECK120000194,ECK120004670,ECK3926,EG10200,NP_418369,P0ACN7"
"Dan"	"b3060"	"ttdR"	"ECK120051451"	"Dan"	NA	"LysR"	"Local Regulator"	"ECK125269339,ECK12T299422"	"Dan,Dan-L-tartrate"	"Active,Inactive"	NA	"Apo,Holo"	"P45463"	"PF00126,PF03466"	"NP_417532"	"b3060,Dan,ECK120006834,TtdR,YgiP"	"DNA-binding transcriptional activator Dan"	"EG12694"	"b3060,dan,ECK120002359,ECK3050,EG12694,ttdR,ygiP"	1	1	1	1	1	"b3060,dan,Dan,Dan-L-tartrate,DNA-binding transcriptional activator Dan,ECK120002359,ECK120006834,ECK3050,EG12694,NP_417532,P45463,ttdR,TtdR,ygiP,YgiP"
"dctR"	"b3507"	"dctR"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3507,DctR,ECK120006295,YhiF"	"putative DNA-binding transcriptional regulator DctR"	"EG11889"	"b3507,dctR,ECK120001819,ECK3491,EG11889,yhiF"	0	1	1	0	1	"b3507,dctR,DctR,ECK120001819,ECK120006295,ECK3491,EG11889,putative DNA-binding transcriptional regulator DctR,yhiF,YhiF"
"DcuR"	"b4124"	"dcuR"	"ECK125286588"	"DcuR"	"inverted-repeat"	"OmpR"	"Local Regulator"	"ECK125109071,ECK125269342"	"DcuR,DcuR-phosphorylated"	"Active,Inactive"	"Covalent"	"Apo,Holo"	"P0AD01"	"PF00072"	"NP_418548"	"b4124,DcuR,DcuR response regulator,ECK120008762,YjdG"	"DNA-binding transcriptional activator DcuR"	"G7826"	"b4124,dcuR,ECK120004323,ECK4117,G7826,yjdG"	1	1	1	1	1	"b4124,dcuR,DcuR,DcuR response regulator,DcuR-phosphorylated,DNA-binding transcriptional activator DcuR,ECK120004323,ECK120008762,ECK4117,G7826,NP_418548,P0AD01,yjdG,YjdG"
"DecR"	"b0447"	"decR"	"ECK125235978"	"DecR"	"inverted-repeat"	"AsnC"	"Local Regulator"	"ECK125269409"	"DecR"	"Active"	NA	NA	"P0ACJ5"	"PF01037,PF13404"	"NP_414981"	"b0447,CyuR,DecR,ECK120007328,YbaO"	"DNA-binding transcriptional activator DecR"	"G6247"	"b0447,cyuR,decR,ECK0441,ECK120002858,G6247,ybaO"	1	1	1	0	1	"b0447,cyuR,CyuR,decR,DecR,DNA-binding transcriptional activator DecR,ECK0441,ECK120002858,ECK120007328,G6247,NP_414981,P0ACJ5,ybaO,YbaO"
"DeoR"	"b0840"	"deoR"	"ECK120012664"	"DeoR"	"inverted-repeat"	"DeoR"	"Local Regulator"	"ECK125147192,ECK125269252"	"DeoR,DeoR-Deoxyribose-5-phosphate"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P0ACK5"	"PF00455,PF08220"	"NP_415361"	" nupG, tsx,b0840,DeoR,ECK120004693,NucR,transcriptional repressor for deo operon"	"DNA-binding transcriptional repressor DeoR"	"EG10223"	"b0840,deoR,ECK0830,ECK120000217,EG10223,nucR"	1	1	1	1	1	" nupG, tsx,b0840,deoR,DeoR,DeoR-Deoxyribose-5-phosphate,DNA-binding transcriptional repressor DeoR,ECK0830,ECK120000217,ECK120004693,EG10223,NP_415361,nucR,NucR,P0ACK5,transcriptional repressor for deo operon"
"DgoR"	"b4479"	"dgoR"	"ECK125285348"	"DgoR"	"inverted-repeat"	NA	"Local Regulator"	"ECK125285359,ECK125302607"	"DgoR,DgoR-D-galactonate"	"Active,Inactive"	NA	"Holo"	"P31460"	"PF00392,PF07729"	"YP_026239"	"b4479,DgoR,ECK120008747,YidW"	"DNA-binding transcriptional regulator DgoR"	"G7789"	"b3694,b3695,b4479,dgoR,ECK120004308,ECK3687,G7789,yidW"	1	1	1	0	1	"b3694,b3695,b4479,dgoR,DgoR,DgoR-D-galactonate,DNA-binding transcriptional regulator DgoR,ECK120004308,ECK120008747,ECK3687,G7789,P31460,yidW,YidW,YP_026239"
"DhaR"	"b1201"	"dhaR"	"ECK120015690"	"DhaR"	"inverted-repeat"	"EBP"	"Local Regulator"	"ECK125147194,ECK125269453"	"DhaR,DhaR-DhaK"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P76016"	"PF00158,PF00989,PF02954"	"NP_415719"	"b1201,DhaR,ECK120007682,YcgU"	"DNA-binding transcriptional dual regulator DhaR"	"G6628"	"b1201,dhaR,ECK1189,ECK120003223,G6628,ycgU"	1	1	1	1	1	"b1201,dhaR,DhaR,DhaR-DhaK,DNA-binding transcriptional dual regulator DhaR,ECK1189,ECK120003223,ECK120007682,G6628,NP_415719,P76016,ycgU,YcgU"
"DicA"	"b1570"	"dicA"	"ECK120029345"	"DicA"	"inverted-repeat"	"HTH_3"	"Local Regulator"	"ECK125269366"	"DicA"	"Active"	NA	NA	"P06966"	"PF01381"	"NP_416088"	"b1570,DicA,ECK120004696,FtsT"	"DNA-binding transcriptional dual regulator DicA"	"EG10226"	"b1570,dicA,ECK120000220,ECK1564,EG10226,ftsT"	1	1	1	1	1	"b1570,dicA,DicA,DNA-binding transcriptional dual regulator DicA,ECK120000220,ECK120004696,ECK1564,EG10226,ftsT,FtsT,NP_416088,P06966"
"dicC"	"b1569"	"dicC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1569,DicC,ECK120004698,FtsT"	"Qin prophage; putative DNA-binding transcriptional regulator DicC"	"EG10228"	"b1569,dicC,ECK120000222,ECK1563,EG10228,ftsT"	0	1	1	0	0	"b1569,dicC,DicC,ECK120000222,ECK120004698,ECK1563,EG10228,ftsT,FtsT,Qin prophage; putative DNA-binding transcriptional regulator DicC"
"dinD"	"b3645"	"dinD"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3645,DinD,ECK120005650,PcsA,YicD"	"DNA damage-inducible protein D"	"EG11193"	"b3645,dinD,ECK120001174,ECK3635,EG11193,pcsA,yicD"	0	0	0	0	1	"b3645,dinD,DinD,DNA damage-inducible protein D,ECK120001174,ECK120005650,ECK3635,EG11193,pcsA,PcsA,yicD,YicD"
"DinJ-YafQ"	"b0225,b0226"	"yafQ,dinJ"	"ECK125257188"	"DinJ-YafQ"	"inverted-repeat"	NA	"Local Regulator"	"ECK125269422"	"DinJ-YafQ"	"Active"	NA	NA	NA	NA	NA	"b0225,ECK120007203,toxin of the YafQ-DinJ toxin-antitoxin system,YafQ,b0226,DinJ,DinJ antitoxin of YafQ-DinJ toxin-antitoxin system / DNA-binding transcriptional repressor,ECK120007204,SosA"	"ribosome-dependent mRNA interferase toxin YafQ,antitoxin/DNA-binding transcriptional repressor DinJ"	"G6109,G6110"	"b0225,ECK0226,ECK120002729,G6109,yafQ,b0226,dinJ,ECK0227,ECK120002730,G6110,sosA"	1	1	0	1	1	"antitoxin/DNA-binding transcriptional repressor DinJ,b0225,b0226,dinJ,DinJ,DinJ antitoxin of YafQ-DinJ toxin-antitoxin system / DNA-binding transcriptional repressor,DinJ-YafQ,ECK0226,ECK0227,ECK120002729,ECK120002730,ECK120007203,ECK120007204,G6109,G6110,ribosome-dependent mRNA interferase toxin YafQ,sosA,SosA,toxin of the YafQ-DinJ toxin-antitoxin system,yafQ,YafQ"
"dmlR"	"b1799"	"dmlR"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1799,DmlR,ECK120008028,YeaT"	"DNA-binding transcriptional regulator DmlR"	"G6985"	"b1799,dmlR,ECK120003572,ECK1797,G6985,yeaT"	0	1	1	0	1	"b1799,dmlR,DmlR,DNA-binding transcriptional regulator DmlR,ECK120003572,ECK120008028,ECK1797,G6985,yeaT,YeaT"
"DnaA"	"b3702"	"dnaA"	"ECK120011903"	"DnaA"	NA	"DnaA"	"Local Regulator"	"ECK125147195,ECK125269355"	"DnaA,DnaA-ATP"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P03004"	"PF00308,PF08299,PF11638"	"NP_418157"	"b3702,chromosomal replication initiator protein/DNA-binding transcriptional dual regulator DnaA,DnaA,ECK120004705"	"chromosomal replication initiator protein DnaA"	"EG10235"	"b3702,dnaA,ECK120000229,ECK3694,EG10235"	1	1	1	1	0	"b3702,chromosomal replication initiator protein DnaA,chromosomal replication initiator protein/DNA-binding transcriptional dual regulator DnaA,dnaA,DnaA,DnaA-ATP,ECK120000229,ECK120004705,ECK3694,EG10235,NP_418157,P03004"
"DpiA"	"b0620"	"dpiA"	"ECK120034476"	"DpiA"	"inverted-repeat"	"HTH_11"	"Local Regulator"	"ECK125147196,ECK125269244"	"DpiA,DpiA-phosphorylated"	"Active,Inactive"	"Covalent"	"Apo,Holo"	"P0AEF4"	"PF00072,PF12431"	"NP_415153"	"b0620,CitB,CriR,DpiA,DpiA response regulator,ECK120007419,MpdA"	"DNA-binding transcriptional dual regulator DpiA"	"G6346"	"b0620,citB,criR,dpiA,ECK0613,ECK120002953,G6346,mpdA"	1	1	1	1	1	"b0620,citB,CitB,criR,CriR,DNA-binding transcriptional dual regulator DpiA,dpiA,DpiA,DpiA response regulator,DpiA-phosphorylated,ECK0613,ECK120002953,ECK120007419,G6346,mpdA,MpdA,NP_415153,P0AEF4"
"dps"	"b0812"	"dps"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0812,Dps,ECK120005857,PexB,stationary phase nucleoid protein that sequesters iron and protects DNA from damage,Vtm"	"DNA protection during starvation protein"	"EG11415"	"b0812,dps,ECK0801,ECK120001381,EG11415,pexB,vtm"	0	0	0	0	0	"b0812,DNA protection during starvation protein,dps,Dps,ECK0801,ECK120001381,ECK120005857,EG11415,pexB,PexB,stationary phase nucleoid protein that sequesters iron and protects DNA from damage,vtm,Vtm"
"DsdC"	"b2364"	"dsdC"	"ECK120013081"	"DsdC"	"inverted-repeat"	"LysR"	"Local Regulator"	"ECK125158292,ECK125269249"	"DsdC,DsdC-D-serine"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P46068"	"PF00126,PF03466"	"NP_416865"	"b2364,DsdC,ECK120006904"	"DNA-binding transcriptional dual regulator DsdC"	"EG13161"	"b2364,dsdC,ECK120002429,ECK2360,EG13161"	1	1	1	1	1	"b2364,DNA-binding transcriptional dual regulator DsdC,dsdC,DsdC,DsdC-D-serine,ECK120002429,ECK120006904,ECK2360,EG13161,NP_416865,P46068"
"EbgR"	"b3075"	"ebgR"	"ECK120013085"	"EbgR"	"inverted-repeat"	"GalR/LacI"	"Local Regulator"	"ECK125269417"	"EbgR"	"Active"	NA	NA	"P06846"	"PF00356,PF13377"	"NP_417546"	"b3075,EbgR,ECK120004724"	"DNA-binding transcriptional repressor EbgR"	"EG10254"	"b3075,ebgR,ECK120000248,ECK3065,EG10254"	1	1	1	1	1	"b3075,DNA-binding transcriptional repressor EbgR,ebgR,EbgR,ECK120000248,ECK120004724,ECK3065,EG10254,NP_417546,P06846"
"EnvR"	"b3264"	"envR"	"ECK120035026"	"EnvR"	"inverted-repeat"	"TetR/AcrR"	"Local Regulator"	"ECK125269416"	"EnvR"	"Active"	NA	NA	"P0ACT2"	"PF00440,PF08361"	"NP_417730"	"AcrS,b3264,ECK120006156,EnvR,YhdK"	"DNA-binding transcriptional repressor EnvR"	"EG11741"	"acrS,b3264,ECK120001680,ECK3251,EG11741,envR,yhdK"	1	1	1	1	0	"acrS,AcrS,b3264,DNA-binding transcriptional repressor EnvR,ECK120001680,ECK120006156,ECK3251,EG11741,envR,EnvR,NP_417730,P0ACT2,yhdK,YhdK"
"EnvY"	"b0566"	"envY"	"ECK120011792"	"EnvY"	"inverted-repeat"	"AraC/XylS"	"Local Regulator"	"ECK125269271"	"EnvY"	"Active"	NA	NA	"P10805"	"PF12833"	"NP_415098"	"b0566,ECK120004738,envelope protein; thermoregulation of porin biosynthesis,EnvY"	"DNA-binding transcriptional activator EnvY"	"EG10268"	"b0566,ECK0558,ECK120000262,EG10268,envY"	1	1	1	1	1	"b0566,DNA-binding transcriptional activator EnvY,ECK0558,ECK120000262,ECK120004738,EG10268,envelope protein; thermoregulation of porin biosynthesis,envY,EnvY,NP_415098,P10805"
"eutR"	"b2437"	"eutR"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2437,ECK120006555,EutR,YfeG"	"putative AraC-type transcriptional regulator EutR"	"EG12190"	"b2437,ECK120002079,ECK2432,EG12190,eutR,yfeG"	0	1	1	0	1	"b2437,ECK120002079,ECK120006555,ECK2432,EG12190,eutR,EutR,putative AraC-type transcriptional regulator EutR,yfeG,YfeG"
"EvgA"	"b2369"	"evgA"	"ECK120011575"	"EvgA"	NA	"LuxR/UhpA"	"Local Regulator"	"ECK125147197,ECK125269315"	"EvgA,EvgA-phosphorylated"	"Active,Inactive"	"Covalent"	"Apo,Holo"	"P0ACZ4"	"PF00072,PF00196"	"NP_416870"	"b2369,ECK120006033,EvgA,EvgA response regulator"	"DNA-binding transcriptional activator EvgA"	"EG11609"	"b2369,ECK120001557,ECK2365,EG11609,evgA"	1	1	1	1	1	"b2369,DNA-binding transcriptional activator EvgA,ECK120001557,ECK120006033,ECK2365,EG11609,evgA,EvgA,EvgA response regulator,EvgA-phosphorylated,NP_416870,P0ACZ4"
"ExuR"	"b3094"	"exuR"	"ECK120012141"	"ExuR"	"inverted-repeat"	"GntR"	"Local Regulator"	"ECK125269338,ECK125269387,ECK125272677"	"ExuR,ExuR-&alpha;-D-galacturonate, &alpha;-D-glucuronate,ExuR-&alpha;-D-glucuronate"	"Active,Inactive"	NA	NA	"P0ACL2"	"PF00392,PF07729"	"NP_417565"	" and uxuB, exuT, uxaAC,b3094,ECK120006852,ExuR,negative regulator of exu regulon"	"DNA-binding transcriptional repressor ExuR"	"EG12739"	"b3094,ECK120002377,ECK3085,EG12739,exuR"	1	1	1	1	1	" &alpha;-D-glucuronate, and uxuB, exuT, uxaAC,b3094,DNA-binding transcriptional repressor ExuR,ECK120002377,ECK120006852,ECK3085,EG12739,exuR,ExuR,ExuR-&alpha;-D-galacturonate,ExuR-&alpha;-D-glucuronate,negative regulator of exu regulon,NP_417565,P0ACL2"
