"Zika_gene_id"	"Zika_bnumber"	"Zika_symbol"	"Zika_essentiality"	"Zika_product"	"Zika_start"	"Zika_stop"	"Zika_strand"	"Zika_type"	"Zika_TF"	"Zika_parsed_bnum"
202	"b2697"	"alaS"	"non-essential"	"alanine--tRNA ligase/DNA-binding transcriptional repressor"	2819381	2822011	"-"	"CDS"	1	"b2697"
203	"b3118"	"tdcA"	"non-essential"	"DNA-binding transcriptional activator TdcA"	3266127	3267065	"-"	"CDS"	1	"b3118"
204	"b3119"	"tdcR"	"non-essential"	"DNA-binding transcriptional activator TdcR"	3267380	3267598	"+"	"CDS"	1	"b3119"
205	"b0995"	"torR"	"non-essential"	"DNA-binding transcriptional dual regulator TorR"	1057262	1057954	"-"	"CDS"	1	"b0995"
206	"b4241"	"treR"	"non-essential"	"DNA-binding transcriptional repressor TreR"	4466299	4467246	"-"	"CDS"	1	"b4241"
207	"b4393"	"trpR"	"non-essential"	"DNA-binding transcriptional repressor TrpR"	4632760	4633086	"+"	"CDS"	1	"b4393"
208	"b3060"	"ttdR"	"non-essential"	"DNA-binding transcriptional activator Dan"	3205324	3206256	"-"	"CDS"	1	"b3060"
209	"b1323"	"tyrR"	"non-essential"	"DNA-binding transcriptional dual regulator TyrR"	1386720	1388261	"+"	"CDS"	1	"b1323"
210	"b3669"	"uhpA"	"non-essential"	"DNA-binding transcriptional activator UhpA"	3850136	3850726	"-"	"CDS"	1	"b3669"
211	"b1618"	"uidR"	"non-essential"	"DNA-binding transcriptional repressor UidR"	1696462	1697052	"-"	"CDS"	1	"b1618"
212	"b4191"	"ulaR"	"non-essential"	"DNA-binding transcriptional repressor UlaR"	4417698	4418453	"-"	"CDS"	1	"b4191"
213	"b1914"	"uvrY"	"non-essential"	"DNA-binding transcriptional activator UvrY"	1994703	1995359	"-"	"CDS"	1	"b1914"
214	"b4324"	"uxuR"	"non-essential"	"DNA-binding transcriptional repressor UxuR"	4554576	4555349	"+"	"CDS"	1	"b4324"
215	"b2405"	"xapR"	"non-essential"	"DNA-binding transcriptional activator XapR"	2521593	2522477	"-"	"CDS"	1	"b2405"
216	"b3569"	"xylR"	"non-essential"	"DNA-binding transcriptional dual regulator XylR"	3734979	3736157	"+"	"CDS"	1	"b3569"
217	"b0208"	"yafC"	"non-essential"	"putative LysR family transcriptional regulator YafC"	229967	230881	"-"	"CDS"	1	"b0208"
218	"b0232"	"yafN"	"non-essential"	"antitoxin YafN"	252005	252298	"+"	"CDS"	1	"b0232"
219	"b0272"	"yagI"	"non-essential"	"CP4-6 prophage; DNA-binding transcriptional repressor XynR"	288404	289162	"-"	"CDS"	1	"b0272"
220	"b0315"	"yahA"	"non-essential"	"DNA-binding transcriptional activator/c-di-GMP phosphodiesterase PdeL"	332371	333459	"+"	"CDS"	1	"b0315"
221	"b0316"	"yahB"	"non-essential"	"putative LysR-type DNA-binding transcriptional regulator YahB"	333501	334433	"-"	"CDS"	1	"b0316"
222	"b0447"	"ybaO"	"non-essential"	"DNA-binding transcriptional activator DecR"	468383	468841	"+"	"CDS"	1	"b0447"
223	"b0483"	"ybaQ"	"non-essential"	"putative DNA-binding transcriptional regulator YbaQ"	508218	508559	"+"	"CDS"	1	"b0483"
224	"b0546"	"ybcM"	"non-essential"	"DLP12 prophage; putative DNA-binding transcriptional regulator"	571454	572251	"+"	"CDS"	1	"b0546"
225	"b0603"	"ybdO"	"non-essential"	"putative LysR family DNA-binding transcriptional regulator YbdO"	636716	637618	"-"	"CDS"	1	"b0603"
226	"b0629"	"ybeF"	"non-essential"	"putative LysR-type DNA-binding transcriptional regulator YbeF"	660425	661378	"-"	"CDS"	1	"b0629"
227	"b0685"	"ybfE"	"non-essential"	"LexA-regulated protein"	711605	711898	"-"	"CDS"	0	"b0685"
228	"b0768"	"ybhD"	"non-essential"	"putative DNA-binding transcriptional regulator YbhD"	799622	800575	"-"	"CDS"	1	"b0768"
229	"b0796"	"ybiH"	"non-essential"	"DNA-binding transcriptional dual regulator CecR"	829972	830643	"-"	"CDS"	1	"b0796"
230	"b0803"	"ybiI"	"non-essential"	"zinc finger domain-containing protein YbiI"	838190	838456	"-"	"CDS"	0	"b0803"
231	"b0846"	"ybjK"	"non-essential"	"DNA-binding transcriptional regulator RcdA"	887423	887959	"+"	"CDS"	1	"b0846"
232	"b0900"	"ycaN"	"non-essential"	"putative LysR-type transcriptional regulator YcaN"	948660	949568	"-"	"CDS"	1	"b0900"
233	"b1111"	"ycfQ"	"non-essential"	"DNA-binding transcriptional repressor ComR"	1168200	1168832	"-"	"CDS"	1	"b1111"
234	"b1162"	"ycgE"	"non-essential"	"DNA-binding transcriptional repressor BluR"	1213328	1214059	"-"	"CDS"	1	"b1162"
235	"b1284"	"yciT"	"non-essential"	"putative DNA-binding transcriptional regulator YciT"	1343597	1344346	"-"	"CDS"	1	"b1284"
236	"b1320"	"ycjW"	"non-essential"	"putative LacI-type DNA-binding transcriptional regulator YcjW"	1382963	1383961	"-"	"CDS"	1	"b1320"
237	"b1328"	"ycjZ"	"non-essential"	"DNA-binding transcriptional repressor PgrR"	1391991	1392890	"+"	"CDS"	1	"b1328"
238	"b1357"	"ydaS"	"non-essential"	"Rac prophage; toxin YdaS"	1420365	1420661	"+"	"CDS"	1	"b1357"
239	"b1422"	"ydcI"	"non-essential"	"putative DNA-binding transcriptional repressor YdcI"	1494148	1495071	"-"	"CDS"	1	"b1422"
240	"b1434"	"ydcN"	"non-essential"	"DNA-binding transcriptional dual regulator SutR"	1506172	1506708	"+"	"CDS"	1	"b1434"
241	"b1439"	"ydcR"	"non-essential"	"fused putative DNA-binding transcriptional regulator/putative aminotransferase YdcR"	1510003	1511409	"+"	"CDS"	1	"b1439"
242	"b1477"	"yddM"	"non-essential"	"putative DNA-binding transcriptional regulator YddM"	1552398	1552682	"-"	"CDS"	1	"b1477"
243	"b1499"	"ydeO"	"non-essential"	"DNA-binding transcriptional dual regulator YdeO"	1582926	1583687	"-"	"CDS"	1	"b1499"
244	"b1540"	"ydfH"	"non-essential"	"DNA-binding transcriptional repressor YdfH"	1628352	1629038	"+"	"CDS"	1	"b1540"
245	"b1659"	"ydhB"	"non-essential"	"putative LysR family DNA-binding transcriptional regulator YdhB"	1738866	1739798	"-"	"CDS"	1	"b1659"
246	"b1703"	"ydiA"	"non-essential"	"posphoenolpyruvate synthetase regulatory protein"	1787445	1788278	"+"	"CDS"	0	"b1703"
247	"b1696"	"ydiP"	"non-essential"	"putative DNA-binding transcriptional regulator YdiP"	1778390	1779301	"-"	"CDS"	1	"b1696"
248	"b1770"	"ydjF"	"non-essential"	"putative DNA-binding transcriptional regulator YdjF"	1854096	1854854	"-"	"CDS"	1	"b1770"
249	"b1790"	"yeaM"	"non-essential"	"DNA-binding transcriptional repressor NimR"	1874755	1875576	"-"	"CDS"	1	"b1790"
250	"b1969"	"yedW"	"non-essential"	"DNA-binding transcriptional dual regulator HprR"	2038152	2038823	"-"	"CDS"	1	"b1969"
251	"b2015"	"yeeY"	"non-essential"	"putative DNA-binding transcriptional regulator YeeY"	2087329	2088258	"-"	"CDS"	1	"b2015"
252	"b2017"	"yefM"	"essential"	"YefM antitoxin of the YoeB-YefM toxin-antitoxin pair and DNA binding transcriptional repressor"	2089462	2089713	"-"	"CDS"	1	"b2017"
253	"b2101"	"yegW"	"non-essential"	"putative DNA-binding transcriptional regulator YegW"	2182035	2182781	"-"	"CDS"	1	"b2101"
254	"b2125"	"yehT"	"non-essential"	"DNA-binding transcriptional activator BtsR"	2212243	2212962	"-"	"CDS"	1	"b2125"
255	"b2157"	"yeiE"	"non-essential"	"putative LysR-type transcriptional regulator YeiE"	2248737	2249618	"-"	"CDS"	1	"b2157"
256	"b2160"	"yeiI"	"non-essential"	"putative sugar kinase YeiI"	2251700	2252788	"+"	"CDS"	1	"b2160"
257	"b2409"	"yfeR"	"non-essential"	"putative LysR-type DNA-binding transcriptional regulator YfeR"	2525930	2526856	"-"	"CDS"	1	"b2409"
258	"b2554"	"yfhA"	"non-essential"	"DNA-binding transcriptional activator GlrR"	2687469	2688803	"-"	"CDS"	1	"b2554"
259	"b2561"	"yfhH"	"non-essential"	"putative DNA-binding transcriptional regulator YfhH"	2698759	2699607	"+"	"CDS"	1	"b2561"
260	"b2577"	"yfiE"	"non-essential"	"putative LysR-type DNA-binding transcriptional regulator YfiE"	2714439	2715320	"-"	"CDS"	1	"b2577"
261	"b2667"	"ygaV"	"non-essential"	"putative DNA-binding transcriptional regulator YgaV"	2797211	2797510	"+"	"CDS"	1	"b2667"
262	"b2735"	"ygbI"	"non-essential"	"putative DeoR-type DNA-binding transcriptional regulator YgbI"	2860467	2861234	"-"	"CDS"	1	"b2735"
263	"b2852"	"ygeH"	"non-essential"	"putative transcriptional regulator YgeH"	2992094	2993470	"+"	"CDS"	1	"b2852"
264	"b2869"	"ygeV"	"non-essential"	"putative sigma(54)-dependent transcriptional regulator YgeV"	3004008	3005786	"-"	"CDS"	1	"b2869"
265	"b2921"	"ygfI"	"non-essential"	"putative LysR-type DNA-binding transcriptional regulator YgfI"	3066277	3067173	"-"	"CDS"	1	"b2921"
266	"b2929"	"yggD"	"non-essential"	"fumarase E"	3074686	3075195	"-"	"CDS"	0	"b2929"
267	"b3105"	"yhaJ"	"non-essential"	"DNA-binding transcriptional activator YhaJ"	3253318	3254214	"-"	"CDS"	1	"b3105"
268	"b3520"	"yhjB"	"non-essential"	"putative DNA-binding transcriptional regulator YhjB"	3671292	3671894	"-"	"CDS"	1	"b3520"
269	"b3521"	"yhjC"	"non-essential"	"putative DNA-binding transcriptional regulator YhjC"	3672414	3673313	"+"	"CDS"	1	"b3521"
270	"b3555"	"yiaG"	"non-essential"	"putative DNA-binding transcriptional regulator YiaG"	3719478	3719768	"+"	"CDS"	1	"b3555"
271	"b3574"	"yiaJ"	"non-essential"	"DNA-binding transcriptional repressor YiaJ"	3741684	3742532	"-"	"CDS"	1	"b3574"
272	"b3585"	"yiaU"	"non-essential"	"putative LysR-type DNA-binding transcriptional regulator YiaU"	3751992	3752966	"+"	"CDS"	1	"b3585"
273	"b3674"	"yidF"	"non-essential"	"uncharacterized protein YidF"	3855114	3855611	"-"	"CDS"	0	"b3674"
274	"b3680"	"yidL"	"non-essential"	"putative DNA-binding transcriptional regulator YidL"	3860283	3861176	"+"	"CDS"	1	"b3680"
275	"b3684"	"yidP"	"non-essential"	"putative DNA-binding transcriptional regulator YidP"	3863899	3864615	"+"	"CDS"	1	"b3684"
276	"b3711"	"yidZ"	"non-essential"	"putative LysR-type transcriptional regulator YidZ"	3892765	3893724	"+"	"CDS"	1	"b3711"
277	"b3755"	"yieP"	"non-essential"	"putative transcriptional regulator YieP"	3940635	3941327	"-"	"CDS"	1	"b3755"
278	"b3872"	"yihL"	"non-essential"	"putative transcriptional regulator YihL"	4060447	4061157	"+"	"CDS"	1	"b3872"
279	"b3884"	"yihW"	"non-essential"	"putative DNA-binding transcriptional regulator YihW"	4074669	4075454	"+"	"CDS"	1	"b3884"
280	"b3954"	"yijO"	"non-essential"	"putative DNA-binding transcriptional regulator YijO"	4147466	4148317	"-"	"CDS"	1	"b3954"
281	"b4135"	"yjdC"	"non-essential"	"putative DNA-binding transcriptional regulator YjdC"	4362733	4363308	"-"	"CDS"	1	"b4135"
282	"b4251"	"yjgJ"	"non-essential"	"putative transcriptional regulator BdcR"	4474124	4474717	"+"	"CDS"	1	"b4251"
283	"b4299"	"yjhI"	"non-essential"	"KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhI"	4525015	4525803	"-"	"CDS"	1	"b4299"
284	"b4295"	"yjhU"	"non-essential"	"KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhU"	4519338	4520324	"-"	"CDS"	1	"b4295"
285	"b4340"	"yjiR"	"non-essential"	"fused putative DNA-binding transcriptional regulator/putative aminotransferase YjiR"	4570162	4571574	"-"	"CDS"	1	"b4340"
286	"b4385"	"yjjJ"	"non-essential"	"toxin YjjJ"	4621769	4623100	"+"	"CDS"	0	"b4385"
287	"b4357"	"yjjM"	"non-essential"	"putative DNA-binding transcriptional regulator LgoR"	4594937	4595851	"-"	"CDS"	1	"b4357"
288	"b4365"	"yjjQ"	"non-essential"	"DNA-binding transcriptional repressor YjjQ"	4603477	4604202	"+"	"CDS"	1	"b4365"
289	"b0305"	"ykgD"	"non-essential"	"DNA-binding transcriptional activator RclR"	320227	321081	"+"	"CDS"	1	"b0305"
290	"b1147"	"ymfL"	"non-essential"	"e14 prophage; uncharacterized protein YmfL"	1203268	1203825	"+"	"CDS"	1	"b1147"
291	"b1526"	"yneJ"	"non-essential"	"putative LysR-type DNA-binding transcriptional regulator YneJ"	1614804	1615685	"+"	"CDS"	1	"b1526"
292	"b1595"	"ynfL"	"non-essential"	"putative DNA-binding transcriptional regulator"	1668699	1669592	"-"	"CDS"	1	"b1595"
293	"b4539"	"yoeB"	"non-essential"	"ribosome-dependent mRNA interferase toxin YoeB"	2089211	2089465	"-"	"CDS"	1	"b4539"
294	"b2382"	"ypdC"	"non-essential"	"putative AraC-type DNA-binding transcriptional regulator YpdC"	2501130	2501987	"+"	"CDS"	1	"b2382"
295	"b2550"	"yphH"	"non-essential"	"putative DNA-binding transcriptional regulator, NAGC-like"	2682863	2684056	"+"	"CDS"	1	"b2550"
296	"b2846"	"yqeH"	"non-essential"	"putative LuxR family transcriptional regulator YqeH"	2987536	2988168	"+"	"CDS"	1	"b2846"
297	"b2847"	"yqeI"	"non-essential"	"putative transcriptional regulator YqeI"	2988502	2989311	"+"	"CDS"	1	"b2847"
298	"b3010"	"yqhC"	"non-essential"	"DNA-binding transcriptional activator YqhC"	3154262	3155218	"-"	"CDS"	1	"b3010"
299	"b3071"	"yqjI"	"non-essential"	"DNA-binding transcriptional repressor NfeR"	3216779	3217402	"+"	"CDS"	1	"b3071"
300	"b4212"	"ytfH"	"non-essential"	"putative transcriptional regulator YtfH"	4434113	4434493	"+"	"CDS"	1	"b4212"
301	"b3292"	"zntR"	"non-essential"	"DNA-binding transcriptional activator ZntR"	3438705	3439130	"-"	"CDS"	1	"b3292"
302	"b4004"	"zraR"	"non-essential"	"DNA-binding transcriptional activator ZraR"	4203320	4204645	"+"	"CDS"	1	"b4004"
303	"b4046"	"zur"	"non-essential"	"DNA-binding transcriptional repressor Zur"	4259488	4260003	"-"	"CDS"	1	"b4046"
304	"b0001"	"thrL"	NA	"thr operon leader peptide"	190	255	"+"	"CDS"	NA	"b0001"
305	"b0002"	"thrA"	NA	"fused aspartate kinase/homoserine dehydrogenase 1"	337	2799	"+"	"CDS"	NA	"b0002"
306	"b0003"	"thrB"	NA	"homoserine kinase"	2801	3733	"+"	"CDS"	NA	"b0003"
307	"b0004"	"thrC"	NA	"threonine synthase"	3734	5020	"+"	"CDS"	NA	"b0004"
308	"b0005"	"yaaX"	NA	"DUF2502 domain-containing protein YaaX"	5234	5530	"+"	"CDS"	NA	"b0005"
309	"b0006"	"yaaA"	NA	"peroxide stress resistance protein YaaA"	5683	6459	"-"	"CDS"	NA	"b0006"
310	"b0007"	"yaaJ"	NA	"putative transporter YaaJ"	6529	7959	"-"	"CDS"	NA	"b0007"
311	"b0008"	"talB"	NA	"transaldolase B"	8238	9191	"+"	"CDS"	NA	"b0008"
312	"b0009"	"mog"	NA	"molybdopterin adenylyltransferase"	9306	9893	"+"	"CDS"	NA	"b0009"
313	"b0010"	"satP"	NA	"acetate/succinate:H(+) symporter"	9928	10494	"-"	"CDS"	NA	"b0010"
314	"b0011"	"yaaW"	NA	"putative enzyme-specific chaperone YaaW"	10643	11356	"-"	"CDS"	NA	"b0011"
315	"b0013"	"yaaI"	NA	"DUF2541 domain-containing protein YaaI"	11382	11786	"-"	"CDS"	NA	"b0013"
316	"b0014"	"dnaK"	NA	"chaperone protein DnaK"	12163	14079	"+"	"CDS"	NA	"b0014"
317	"b0015"	"dnaJ"	NA	"chaperone protein DnaJ"	14168	15298	"+"	"CDS"	NA	"b0015"
318	"b0016"	"insL-1"	NA	"IS186/IS421 transposase"	15445	16557	"+"	"CDS"	NA	"b0016"
319	"b0018"	"mokC"	NA	"regulatory protein MokC"	16751	16960	"-"	"CDS"	NA	"b0018"
320	"b4412"	"hokC"	NA	"protein HokC"	16751	16903	"-"	"CDS"	NA	"b4412"
321	"b0019"	"nhaA"	NA	"Na(+):H(+) antiporter NhaA"	17489	18655	"+"	"CDS"	NA	"b0019"
322	"b0021"	"insB-1"	NA	"IS1 protein InsB"	19811	20314	"-"	"CDS"	NA	"b0021"
323	"b0022"	"insA-1"	NA	"IS1 protein InsA"	20233	20508	"-"	"CDS"	NA	"b0022"
324	"b0023"	"rpsT"	NA	"30S ribosomal subunit protein S20"	20815	21078	"-"	"CDS"	NA	"b0023"
325	"b0024"	"yaaY"	NA	"DUF2575 domain-containing protein YaaY"	21181	21399	"+"	"CDS"	NA	"b0024"
326	"b0025"	"ribF"	NA	"bifunctional riboflavin kinase/FMN adenylyltransferase"	21407	22348	"+"	"CDS"	NA	"b0025"
327	"b0026"	"ileS"	NA	"isoleucine--tRNA ligase"	22391	25207	"+"	"CDS"	NA	"b0026"
328	"b0027"	"lspA"	NA	"lipoprotein signal peptidase"	25207	25701	"+"	"CDS"	NA	"b0027"
329	"b0028"	"fkpB"	NA	"peptidyl-prolyl cis-trans isomerase FkpB"	25826	26275	"+"	"CDS"	NA	"b0028"
330	"b0029"	"ispH"	NA	"1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase"	26277	27227	"+"	"CDS"	NA	"b0029"
331	"b0030"	"rihC"	NA	"ribonucleoside hydrolase RihC"	27293	28207	"+"	"CDS"	NA	"b0030"
332	"b0031"	"dapB"	NA	"4-hydroxy-tetrahydrodipicolinate reductase"	28374	29195	"+"	"CDS"	NA	"b0031"
333	"b0032"	"carA"	NA	"carbamoyl phosphate synthetase subunit alpha"	29651	30799	"+"	"CDS"	NA	"b0032"
334	"b0033"	"carB"	NA	"carbamoyl phosphate synthetase subunit beta"	30817	34038	"+"	"CDS"	NA	"b0033"
335	"b0035"	"caiE"	NA	"putative transferase CaiE"	34781	35371	"-"	"CDS"	NA	"b0035"
336	"b0036"	"caiD"	NA	"crotonobetainyl-CoA hydratase"	35377	36162	"-"	"CDS"	NA	"b0036"
337	"b0037"	"caiC"	NA	"carnitine-CoA ligase"	36271	37824	"-"	"CDS"	NA	"b0037"
338	"b0038"	"caiB"	NA	"gamma-butyrobetainyl-CoA:carnitine CoA transferase"	37898	39115	"-"	"CDS"	NA	"b0038"
339	"b0039"	"caiA"	NA	"crotonobetainyl-CoA reductase"	39244	40386	"-"	"CDS"	NA	"b0039"
340	"b0040"	"caiT"	NA	"L-carnitine:gamma-butyrobetaine antiporter"	40417	41931	"-"	"CDS"	NA	"b0040"
341	"b0041"	"fixA"	NA	"putative electron transfer flavoprotein FixA"	42403	43173	"+"	"CDS"	NA	"b0041"
342	"b0042"	"fixB"	NA	"putative electron transfer flavoprotein FixB"	43188	44129	"+"	"CDS"	NA	"b0042"
343	"b0043"	"fixC"	NA	"putative oxidoreductase FixC"	44180	45466	"+"	"CDS"	NA	"b0043"
344	"b0044"	"fixX"	NA	"putative ferredoxin FixX"	45463	45750	"+"	"CDS"	NA	"b0044"
345	"b0045"	"yaaU"	NA	"putative transporter YaaU"	45807	47138	"+"	"CDS"	NA	"b0045"
346	"b0046"	"kefF"	NA	"regulator of KefC-mediated potassium transport and quinone oxidoreductase"	47246	47776	"+"	"CDS"	NA	"b0046"
347	"b0047"	"kefC"	NA	"K(+) : H(+) antiporter KefC"	47769	49631	"+"	"CDS"	NA	"b0047"
348	"b0048"	"folA"	NA	"dihydrofolate reductase"	49823	50302	"+"	"CDS"	NA	"b0048"
349	"b0049"	"apaH"	NA	"diadenosine tetraphosphatase"	50380	51222	"-"	"CDS"	NA	"b0049"
350	"b0050"	"apaG"	NA	"DUF525 domain-containing protein ApaG"	51229	51606	"-"	"CDS"	NA	"b0050"
351	"b0051"	"rsmA"	NA	"16S rRNA m(6)2A1518,m(6)2A1519 dimethyltransferase"	51609	52430	"-"	"CDS"	NA	"b0051"
352	"b0052"	"pdxA"	NA	"4-hydroxythreonine-4-phosphate dehydrogenase"	52427	53416	"-"	"CDS"	NA	"b0052"
353	"b0053"	"surA"	NA	"peptidyl-prolyl cis-trans isomerase SurA"	53416	54702	"-"	"CDS"	NA	"b0053"
354	"b0054"	"lptD"	NA	"lipopolysaccharide assembly protein LptD"	54755	57109	"-"	"CDS"	NA	"b0054"
355	"b0055"	"djlA"	NA	"co-chaperone protein DjlA"	57364	58179	"+"	"CDS"	NA	"b0055"
356	"b0058"	"rluA"	NA	"23S rRNA pseudouridine(746) and tRNA pseudouridine(32) synthase"	59687	60346	"-"	"CDS"	NA	"b0058"
357	"b0059"	"rapA"	NA	"RNA polymerase-binding ATPase and RNAP recycling factor"	60358	63264	"-"	"CDS"	NA	"b0059"
358	"b0060"	"polB"	NA	"DNA polymerase II"	63429	65780	"-"	"CDS"	NA	"b0060"
359	"b0061"	"araD"	NA	"L-ribulose-5-phosphate 4-epimerase AraD"	65855	66550	"-"	"CDS"	NA	"b0061"
360	"b0062"	"araA"	NA	"L-arabinose isomerase"	66835	68337	"-"	"CDS"	NA	"b0062"
361	"b0063"	"araB"	NA	"ribulokinase"	68348	70048	"-"	"CDS"	NA	"b0063"
362	"b0065"	"yabI"	NA	"DedA family protein YabI"	71351	72115	"+"	"CDS"	NA	"b0065"
363	"b0066"	"thiQ"	NA	"thiamine ABC transporter ATP binding subunit"	72229	72927	"-"	"CDS"	NA	"b0066"
364	"b0067"	"thiP"	NA	"thiamine ABC transporter membrane subunit"	72911	74521	"-"	"CDS"	NA	"b0067"
365	"b0068"	"thiB"	NA	"thiamine ABC transporter periplasmic binding protein"	74497	75480	"-"	"CDS"	NA	"b0068"
366	"b4662"	"sgrT"	NA	"putative inhibitor of the PtsG glucose transporter"	77388	77519	"+"	"CDS"	NA	"b4662"
367	"b0070"	"setA"	NA	"sugar exporter SetA"	77621	78799	"+"	"CDS"	NA	"b0070"
368	"b0071"	"leuD"	NA	"3-isopropylmalate dehydratase subunit LeuD"	78848	79453	"-"	"CDS"	NA	"b0071"
369	"b0072"	"leuC"	NA	"3-isopropylmalate dehydratase subunit LeuC"	79464	80864	"-"	"CDS"	NA	"b0072"
370	"b0073"	"leuB"	NA	"3-isopropylmalate dehydrogenase"	80867	81958	"-"	"CDS"	NA	"b0073"
371	"b0074"	"leuA"	NA	"2-isopropylmalate synthase"	81958	83529	"-"	"CDS"	NA	"b0074"
372	"b0075"	"leuL"	NA	"leu operon leader peptide"	83622	83708	"-"	"CDS"	NA	"b0075"
373	"b0077"	"ilvI"	NA	"acetolactate synthase/acetohydroxybutanoate synthase, catalytic subunit"	85630	87354	"+"	"CDS"	NA	"b0077"
374	"b0078"	"ilvH"	NA	"acetolactate synthase/acetohydroxybutanoate synthase, regulatory subunit"	87357	87848	"+"	"CDS"	NA	"b0078"
375	"b0081"	"mraZ"	NA	"DNA-binding transcriptional repressor MraZ"	89634	90092	"+"	"CDS"	1	"b0081"
376	"b0082"	"rsmH"	NA	"16S rRNA m(4)C1402 methyltransferase"	90094	91035	"+"	"CDS"	NA	"b0082"
377	"b0083"	"ftsL"	NA	"cell division protein FtsL"	91032	91397	"+"	"CDS"	NA	"b0083"
378	"b0084"	"ftsI"	NA	"peptidoglycan DD-transpeptidase FtsI"	91413	93179	"+"	"CDS"	NA	"b0084"
379	"b0085"	"murE"	NA	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase"	93166	94653	"+"	"CDS"	NA	"b0085"
380	"b0086"	"murF"	NA	"D-alanyl-D-alanine-adding enzyme"	94650	96008	"+"	"CDS"	NA	"b0086"
381	"b0087"	"mraY"	NA	"phospho-N-acetylmuramoyl-pentapeptide- transferase"	96002	97084	"+"	"CDS"	NA	"b0087"
382	"b0088"	"murD"	NA	"UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase"	97087	98403	"+"	"CDS"	NA	"b0088"
383	"b0089"	"ftsW"	NA	"putative lipid II flippase FtsW"	98403	99647	"+"	"CDS"	NA	"b0089"
384	"b0090"	"murG"	NA	"N-acetylglucosaminyl transferase"	99644	100711	"+"	"CDS"	NA	"b0090"
385	"b0091"	"murC"	NA	"UDP-N-acetylmuramate--L-alanine ligase"	100765	102240	"+"	"CDS"	NA	"b0091"
386	"b0092"	"ddlB"	NA	"D-alanine--D-alanine ligase B"	102233	103153	"+"	"CDS"	NA	"b0092"
387	"b0093"	"ftsQ"	NA	"cell division protein FtsQ"	103155	103985	"+"	"CDS"	NA	"b0093"
388	"b0094"	"ftsA"	NA	"cell division protein FtsA"	103982	105244	"+"	"CDS"	NA	"b0094"
389	"b0095"	"ftsZ"	NA	"cell division protein FtsZ"	105305	106456	"+"	"CDS"	NA	"b0095"
390	"b0096"	"lpxC"	NA	"UDP-3-O-acyl-N-acetylglucosamine deacetylase"	106557	107474	"+"	"CDS"	NA	"b0096"
391	"b0097"	"secM"	NA	"SecA translation regulator"	107705	108217	"+"	"CDS"	NA	"b0097"
392	"b0098"	"secA"	NA	"protein translocation ATPase"	108279	110984	"+"	"CDS"	NA	"b0098"
393	"b0099"	"mutT"	NA	"8-oxo-dGTP diphosphatase"	111044	111433	"+"	"CDS"	NA	"b0099"
394	"b0101"	"yacG"	NA	"DNA gyrase inhibitor YacG"	111649	111846	"-"	"CDS"	NA	"b0101"
395	"b0102"	"zapD"	NA	"cell division factor ZapD"	111856	112599	"-"	"CDS"	NA	"b0102"
396	"b0103"	"coaE"	NA	"dephospho-CoA kinase"	112599	113219	"-"	"CDS"	NA	"b0103"
397	"b0104"	"guaC"	NA	"GMP reductase"	113444	114487	"+"	"CDS"	NA	"b0104"
398	"b0106"	"hofC"	NA	"inner membrane protein HofC"	114522	115724	"-"	"CDS"	NA	"b0106"
