Consensus_bnumber	Consensus_symbol	Consensus_start	Consensus_stop	Consensus_strand	Consensus_TF	gene_synonyms	product_synonyms	RegulonDB_gene_id	RegulonDB_symbol	RegulonDB_bnumber	RegulonDB_strand	RegulonDB_type	RegulonDB_product_id	RegulonDB_product_name	RegulonDB_product_type	RegulonDB_start	RegulonDB_stop	RegulonDB_TF	refseq_id
b0082	rsmH	90094	91035	+	0	"b0082,ECK0083,EG11085,mraW,yabC,rsmH,ECK120001073"	"MraW,RsmH,YabC,ECK120005549,NP_414624.1"	ECK120001073	rsmH	b0082	+	NA	ECK120005549	16S rRNA m<sup>4</sup>C1402 methyltransferase	NA	90094	91035	0	NP_414624.1
b0083	ftsL	91032	91397	+	0	"b0083,ECK0084,EG11086,mraR,yabD,ftsL,ECK120001074"	"essential cell division protein FtsL,FtsL,MraR,YabD,ECK120005550,NP_414625.1"	ECK120001074	ftsL	b0083	+	NA	ECK120005550	cell division protein FtsL	NA	91032	91397	0	NP_414625.1
b0084	ftsI	91413	93179	+	0	"b0084,ECK0085,EG10341,pbpB,sep,ftsI,ECK120000335"	"essential cell division protein FtsI,FtsI,PBP3,PbpB,penicillin-binding protein 3,Sep,ECK120004811,NP_414626.1"	ECK120000335	ftsI	b0084	+	NA	ECK120004811	peptidoglycan DD-transpeptidase FtsI	NA	91413	93179	0	NP_414626.1
ECK125289066	ftsI-int	92485	92658	+	0	"ECK125289066,NA,ftsI-int"	"ECK125289066,ECK125289067"	ECK125289066	ftsI-int	NA	+	NA	ECK125289067	ftsI-int	small RNA	92485	92658	0	NA
b0085	murE	93166	94653	+	0	"b0085,ECK0086,EG10621,murE,ECK120000614"	"MurE,ECK120005090,NP_414627.1"	ECK120000614	murE	b0085	+	NA	ECK120005090	"UDP-<i>N</i>-acetylmuramoyl-L-alanyl-D-glutamate&mdash;2,6-diaminopimelate ligase"	NA	93166	94653	0	NP_414627.1
b0086	murF	94650	96008	+	0	"b0086,ECK0087,EG10622,mra,murF,ECK120000615"	"Mra,MurF,ECK120005091,NP_414628.1"	ECK120000615	murF	b0086	+	NA	ECK120005091	D-alanyl-D-alanine-adding enzyme	NA	94650	96008	0	NP_414628.1
b0087	mraY	96002	97084	+	0	"b0087,ECK0088,EG10604,murX,mraY,ECK120000597"	"MraY,MurX,ECK120005073,NP_414629.1"	ECK120000597	mraY	b0087	+	NA	ECK120005073	phospho-<i>N</i>-acetylmuramoyl-pentapeptide-transferase	NA	96002	97084	0	NP_414629.1
b0088	murD	97087	98403	+	0	"b0088,ECK0089,EG10620,murD,ECK120000613"	"MurD,ECK120005089,NP_414630.1"	ECK120000613	murD	b0088	+	NA	ECK120005089	UDP-<i>N</i>-acetylmuramoyl-L-alanine&mdash;D-glutamate ligase	NA	97087	98403	0	NP_414630.1
b0089	ftsW	98403	99647	+	0	"b0089,ECK0090,EG10344,ftsW,ECK120000338"	"FtsW,putative lipid II flippase FtsW,ECK120004814,NP_414631.1"	ECK120000338	ftsW	b0089	+	NA	ECK120004814	essential cell division protein FtsW	NA	98403	99647	0	NP_414631.1
b0090	murG	99644	100711	+	0	"b0090,ECK0091,EG10623,murG,ECK120000616"	"MurG,ECK120005092,NP_414632.1"	ECK120000616	murG	b0090	+	NA	ECK120005092	N-acetylglucosaminyl transferase	NA	99644	100711	0	NP_414632.1
b0091	murC	100765	102240	+	0	"b0091,ECK0092,EG10619,murC,ECK120000612"	"MurC,ECK120005088,NP_414633.1"	ECK120000612	murC	b0091	+	NA	ECK120005088	UDP-<i>N</i>-acetylmuramate&mdash;L-alanine ligase	NA	100765	102240	0	NP_414633.1
b0092	ddlB	102233	103153	+	0	"b0092,ddl,ECK0093,EG10214,ddlB,ECK120000208"	"Ddl,DdlB,ECK120004684,NP_414634.1"	ECK120000208	ddlB	b0092	+	NA	ECK120004684	D-alanine&mdash;D-alanine ligase B	NA	102233	103153	0	NP_414634.1
b0093	ftsQ	103155	103985	+	0	"b0093,ECK0094,EG10342,ftsQ,ECK120000336"	"essential cell division protein FtsQ,FtsQ,ECK120004812,NP_414635.1"	ECK120000336	ftsQ	b0093	+	NA	ECK120004812	cell division protein FtsQ	NA	103155	103985	0	NP_414635.1
b0094	ftsA	103982	105244	+	0	"b0094,divA,ECK0095,EG10339,ftsA,ECK120000333"	"DivA,essential cell division protein FtsA,FtsA,ECK120004809,NP_414636.1"	ECK120000333	ftsA	b0094	+	NA	ECK120004809	cell division protein FtsA	NA	103982	105244	0	NP_414636.1
b0095	ftsZ	105305	106456	+	0	"b0095,ECK0096,EG10347,sfiB,sulB,ftsZ,ECK120000341"	"essential cell division protein FtsZ,FtsZ,SfiB,SulB,ECK120004817,NP_414637.1"	ECK120000341	ftsZ	b0095	+	NA	ECK120004817	cell division protein FtsZ	NA	105305	106456	0	NP_414637.1
b0096	lpxC	106557	107474	+	0	"asmB,b0096,ECK0097,EG10265,envA,lpxC,ECK120000259"	"AsmB,EnvA,LpxC,ECK120004735,NP_414638.1"	ECK120000259	lpxC	b0096	+	NA	ECK120004735	UDP-3-<i>O</i>-acyl-<i>N</i>-acetylglucosamine deacetylase	NA	106557	107474	0	NP_414638.1
b0097	secM	107705	108217	+	0	"b0097,ECK0098,EG11087,srrA,yacA,secM,ECK120001075"	"SecM,secretion monitor,SrrA,YacA,ECK120005551,NP_414639.2"	ECK120001075	secM	b0097	+	NA	ECK120005551	SecA translation regulator	NA	107705	108217	0	NP_414639.2
b0098	secA	108279	110984	+	0	"azi,b0098,ECK0099,EG10936,pea,prlD,secA,ECK120000925"	"Azi,Pea,PrlD,SecA,ECK120005401,NP_414640.1"	ECK120000925	secA	b0098	+	NA	ECK120005401	protein translocation ATPase	NA	108279	110984	0	NP_414640.1
b0099	mutT	111044	111433	+	0	"b0099,ECK0100,EG10626,nudA,mutT,ECK120000619"	"MutT,NudA,ECK120005095,NP_414641.1"	ECK120000619	mutT	b0099	+	NA	ECK120005095	8-oxo-dGTP diphosphatase	NA	111044	111433	0	NP_414641.1
b0100	b0100	111564	111698	-	0	"G6089,NA,b0100,ECK120002709"	"b0100,NA"	ECK120002709	b0100	b0100	-	Phantom Gene	NA	NA	NA	111564	111698	0	NA
b0101	yacG	111649	111846	-	0	"b0101,ECK0101,EG12314,yacG,ECK120002191"	"YacG,ECK120006666,NP_414643.1"	ECK120002191	yacG	b0101	-	NA	ECK120006666	DNA gyrase inhibitor YacG	NA	111649	111846	0	NP_414643.1
b0102	zapD	111856	112599	-	0	"b0102,ECK0102,EG12313,yacF,zapD,ECK120002190"	"YacF,ZapD,ECK120006665,NP_414644.1"	ECK120002190	zapD	b0102	-	NA	ECK120006665	cell division factor ZapD	NA	111856	112599	0	NP_414644.1
b0103	coaE	112599	113219	-	0	"b0103,ECK0103,EG12312,yacE,coaE,ECK120002189"	"CoaE,YacE,ECK120006664,NP_414645.1"	ECK120002189	coaE	b0103	-	NA	ECK120006664	dephospho-CoA kinase	NA	112599	113219	0	NP_414645.1
b4727	yacM	113244	113288	+	0	"b4727,ECK4584,G0-16722,yacM,ECK125276507"	"YacM,ECK125276578"	ECK125276507	yacM	b4727	+	NA	ECK125276578	protein YacM	NA	113244	113288	0	NA
b0104	guaC	113444	114487	+	0	"b0104,ECK0104,EG10422,guaC,ECK120000415"	"GuaC,ECK120004891,NP_414646.1"	ECK120000415	guaC	b0104	+	NA	ECK120004891	GMP reductase	NA	113444	114487	0	NP_414646.1
b0105	b0105	114407	114514	-	0	"G6090,NA,b0105,ECK120002710"	"b0105,NA"	ECK120002710	b0105	b0105	-	Phantom Gene	NA	NA	NA	114407	114514	0	NA
b0106	hofC	114522	115724	-	0	"b0106,ECK0105,EG11798,hopC,yacD,hofC,ECK120001732"	"HofC,HopC,YacD,ECK120006208,NP_414648.1"	ECK120001732	hofC	b0106	-	NA	ECK120006208	inner membrane protein HofC	NA	114522	115724	0	NP_414648.1
b0107	hofB	115714	117099	-	0	"b0107,ECK0106,EG12106,hopB,hofB,ECK120002011"	"HofB,HopB,ECK120006487,NP_414649.1"	ECK120002011	hofB	b0107	-	NA	ECK120006487	T2SSE family protein	NA	115714	117099	0	NP_414649.1
b0108	ppdD	117109	117549	-	0	"b0108,ECK0107,EG12107,ppdD,ECK120002012"	"PpdD,prepilin peptidase dependent protein,ECK120006488,NP_414650.1"	ECK120002012	ppdD	b0108	-	NA	ECK120006488	prepilin-type N-terminal cleavage/methylation domain-containing protein PpdD	NA	117109	117549	0	NP_414650.1
b0109	nadC	117752	118645	-	0	"b0109,ECK0108,EG11546,nadC,ECK120001500"	"NadC,ECK120005976,NP_414651.1"	ECK120001500	nadC	b0109	-	NA	ECK120005976	quinolinate phosphoribosyltransferase (decarboxylating)	NA	117752	118645	0	NP_414651.1
b0110	ampD	118733	119284	+	0	"b0110,ECK0109,EG10041,ampD,ECK120000037"	"AmpD,ECK120004513,NP_414652.1"	ECK120000037	ampD	b0110	+	NA	ECK120004513	"1,6-anhydro-<i>N</i>-acetylmuramoyl-L-alanine amidase"	NA	118733	119284	0	NP_414652.1
b0111	ampE	119281	120135	+	0	"b0111,ECK0110,EG10042,ampE,ECK120000038"	"AmpE,ECK120004514,NP_414653.1"	ECK120000038	ampE	b0111	+	NA	ECK120004514	protein AmpE	NA	119281	120135	0	NP_414653.1
b0112	aroP	120178	121551	-	0	"aroR,b0112,ECK0111,EG10084,aroP,ECK120000080"	"AroP,AroP  phenylalanine/tyrosine/tryptophan APC transporter,AroR,ECK120004556,NP_414654.1"	ECK120000080	aroP	b0112	-	NA	ECK120004556	aromatic amino acid:H<sup>+</sup> symporter AroP	NA	120178	121551	0	NP_414654.1
b0113	pdhR	122092	122856	+	1	"aceC,b0113,ECK0112,EG11088,genA,yacB,pdhR,ECK120001076"	"AceC,GenA,PdhR,YacB,ECK120005552,NP_414655.1"	ECK120001076	pdhR	b0113	+	NA	ECK120005552	DNA-binding transcriptional dual regulator PdhR	NA	122092	122856	1	NP_414655.1
ECK120002605	tp2	122697	122857	-	0	"G0-8894,NA,tp2,ECK120002605"	"ECK120002605,NA"	ECK120002605	tp2	NA	-	Phantom Gene	NA	NA	NA	122697	122857	0	NA
b0114	aceE	123017	125680	+	0	"b0114,ECK0113,EG10024,aceE,ECK120000021"	"AceE,subunit of E1p component of pyruvate dehydrogenase complex,ECK120004497,NP_414656.1"	ECK120000021	aceE	b0114	+	NA	ECK120004497	pyruvate dehydrogenase E1 component	NA	123017	125680	0	NP_414656.1
b0115	aceF	125695	127587	+	0	"b0115,ECK0114,EG10025,aceF,ECK120000022"	"AceF,dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,ECK120004498,NP_414657.1"	ECK120000022	aceF	b0115	+	NA	ECK120004498	"pyruvate dehydrogenase, E2 subunit"	NA	125695	127587	0	NP_414657.1
b0116	lpd	127912	129336	+	0	"b0116,dhl,ECK0115,EG10543,lpdA,lpd,ECK120000536"	"Dhl,E3 subunit,Lpd,LpdA,ECK120005012,NP_414658.1"	ECK120000536	lpd	b0116	+	NA	ECK120005012	lipoamide dehydrogenase	NA	127912	129336	0	NP_414658.1
b0117	yacH	129407	131260	-	0	"b0117,ECK0116,EG12315,yacH,ECK120002192"	"YacH,ECK120006667,NP_414659.1"	ECK120002192	yacH	b0117	-	NA	ECK120006667	DUF3300 domain-containing protein YacH	NA	129407	131260	0	NP_414659.1
b0118	acnB	131615	134212	+	0	"b0118,ECK0117,EG12316,yacI,yacJ,acnB,ECK120002193"	"YacI,YacJ,ECK120006668,NP_414660.1"	ECK120002193	acnB	b0118	+	NA	ECK120006668	AcnB	NA	131615	134212	0	NP_414660.1
b0119	yacL	134388	134750	+	0	"b0119,ECK0118,EG12605,yacL,ECK120002328"	"YacL,ECK120006803,NP_414661.2"	ECK120002328	yacL	b0119	+	NA	ECK120006803	UPF0231 family protein YacL	NA	134388	134750	0	NP_414661.2
b0120	speD	134788	135582	-	0	"b0120,ECK0119,EG10962,speD,ECK120000951"	"SpeD,ECK120005427,NP_414662.1"	ECK120000951	speD	b0120	-	NA	ECK120005427	<i>S</i>-adenosylmethionine decarboxylase proenzyme	NA	134788	135582	0	NP_414662.1
b0121	speE	135598	136464	-	0	"b0121,ECK0120,EG10963,speE,ECK120000952"	"SpeE,ECK120005428,NP_414663.1"	ECK120000952	speE	b0121	-	NA	ECK120005428	spermidine synthase	NA	135598	136464	0	NP_414663.1
b0122	yacC	136570	136917	-	0	"b0122,ECK0121,EG11089,yacC,ECK120001077"	"YacC,ECK120005553,NP_414664.4"	ECK120001077	yacC	b0122	-	NA	ECK120005553	putative lipoprotein YacC	NA	136570	136917	0	NP_414664.4
b0123	cueO	137083	138633	+	0	"b0123,ECK0122,EG12318,yacK,cueO,ECK120002194"	"CueO,cuprous oxidase / multicopper oxidase with role in copper homeostasis,MCO,YacK,ECK120006669,NP_414665.1"	ECK120002194	cueO	b0123	+	NA	ECK120006669	multicopper oxidase CueO	NA	137083	138633	0	NP_414665.1
b0124	gcd	138835	141225	-	0	"b0124,ECK0123,EG10369,gcd,ECK120000362"	"Gcd,ECK120004838,NP_414666.1"	ECK120000362	gcd	b0124	-	NA	ECK120004838	quinoprotein glucose dehydrogenase	NA	138835	141225	0	NP_414666.1
b0125	hpt	141431	141967	+	0	"b0125,ECK0124,EG20098,hpt,ECK120002443"	"Hpt,ECK120006918,NP_414667.4"	ECK120002443	hpt	b0125	+	NA	ECK120006918	hypoxanthine phosphoribosyltransferase	NA	141431	141967	0	NP_414667.4
b0126	can	142008	142670	-	0	"b0126,ECK0125,EG12319,yadF,can,ECK120002195"	"Can,YadF,ECK120006670,NP_414668.1"	ECK120002195	can	b0126	-	NA	ECK120006670	carbonic anhydrase 2	NA	142008	142670	0	NP_414668.1
b0127	yadG	142779	143705	+	0	"b0127,ECK0126,EG12320,yadG,ECK120002196"	"YadG,ECK120006671,NP_414669.1"	ECK120002196	yadG	b0127	+	NA	ECK120006671	putative ABC transporter ATP-binding protein YadG	NA	142779	143705	0	NP_414669.1
b0128	yadH	143702	144472	+	0	"b0128,ECK0127,EG12321,yadH,ECK120002197"	"YadH,ECK120006672,NP_414670.1"	ECK120002197	yadH	b0128	+	NA	ECK120006672	putative ABC transporter membrane subunit YadH	NA	143702	144472	0	NP_414670.1
b0129	yadI	144577	145017	+	0	"agaX,b0129,ECK0128,EG12322,yadI,ECK120002198"	"AgaX,YadI,ECK120006673,NP_414671.1"	ECK120002198	yadI	b0129	+	NA	ECK120006673	putative PTS enzyme IIA component YadI	NA	144577	145017	0	NP_414671.1
b0130	yadE	145081	146310	+	0	"b0130,ECK0129,EG11749,yadE,ECK120001687"	"YadE,ECK120006163,NP_414672.1"	ECK120001687	yadE	b0130	+	NA	ECK120006163	putative polysaccharide deacetylase lipoprotein YadE	NA	145081	146310	0	NP_414672.1
b0131	panD	146314	146694	-	0	"b0131,ECK0130,EG11747,panD,ECK120001685"	"PanD,PanD proenzyme, &pi; protein,ECK120006161,NP_414673.1"	ECK120001685	panD	b0131	-	NA	ECK120006161	aspartate 1-decarboxylase proenzyme	NA	146314	146694	0	NP_414673.1
b0132	rpnC	146968	147870	+	0	"b0132,ECK0131,EG11748,yadD,rpnC,ECK120001686"	"RpnC,YadD,ECK120006162,NP_414674.1"	ECK120001686	rpnC	b0132	+	NA	ECK120006162	recombination-promoting nuclease RpnC	NA	146968	147870	0	NP_414674.1
b0133	panC	147944	148795	-	0	"b0133,ECK0132,EG11746,panC,ECK120001684"	"PanC,ECK120006160,NP_414675.1"	ECK120001684	panC	b0133	-	NA	ECK120006160	pantothenate synthetase	NA	147944	148795	0	NP_414675.1
b0134	panB	148807	149601	-	0	"b0134,ECK0133,EG11675,panB,ECK120001618"	"PanB,ECK120006094,NP_414676.1"	ECK120001618	panB	b0134	-	NA	ECK120006094	3-methyl-2-oxobutanoate hydroxymethyltransferase	NA	148807	149601	0	NP_414676.1
b0135	yadC	149715	150953	-	0	"b0135,ECK0134,EG11678,yadC,ECK120001621"	"YadC,ECK120006097,NP_414677.1"	ECK120001621	yadC	b0135	-	NA	ECK120006097	fimbrial tip-adhesin YadC	NA	149715	150953	0	NP_414677.1
b0136	yadK	151003	151599	-	0	"b0136,ECK0135,EG12325,yadK,ECK120002200"	"YadK,ECK120006675,NP_414678.1"	ECK120002200	yadK	b0136	-	NA	ECK120006675	putative fimbrial protein YadK	NA	151003	151599	0	NP_414678.1
b0137	yadL	151626	152231	-	0	"b0137,ECK0136,EG12326,yadL,ECK120002201"	"YadL,ECK120006676,NP_414679.1"	ECK120002201	yadL	b0137	-	NA	ECK120006676	putative fimbrial protein YadL	NA	151626	152231	0	NP_414679.1
b0138	yadM	152243	152812	-	0	"b0138,ECK0137,EG12327,yadM,ECK120002202"	"YadM,ECK120006677,NP_414680.4"	ECK120002202	yadM	b0138	-	NA	ECK120006677	putative fimbrial protein YadM	NA	152243	152812	0	NP_414680.4
b0139	htrE	152829	155426	-	0	"b0139,ECK0138,EG11972,htrE,ECK120001897"	"HtrE,ECK120006373,NP_414681.1"	ECK120001897	htrE	b0139	-	NA	ECK120006373	putative fimbrial usher protein HtrE	NA	152829	155426	0	NP_414681.1
b0140	yadV	155461	156201	-	0	"b0140,ECK0139,ecpD,EG11973,yadV,ECK120001898"	"EcpD,YadV,ECK120006374,NP_414682.1"	ECK120001898	yadV	b0140	-	NA	ECK120006374	putative fimbrial chaperone YadV	NA	155461	156201	0	NP_414682.1
b0141	yadN	156299	156883	-	0	"b0141,ECK0140,EG12328,yadN,ECK120002203"	"YadN,ECK120006678,NP_414683.1"	ECK120002203	yadN	b0141	-	NA	ECK120006678	putative fimbrial protein YadN	NA	156299	156883	0	NP_414683.1
b0142	folK	157253	157732	-	0	"b0142,ECK0141,EG11374,folK,ECK120001342"	"FolK,HPPK,ECK120005818,NP_414684.1"	ECK120001342	folK	b0142	-	NA	ECK120005818	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	NA	157253	157732	0	NP_414684.1
b0143	pcnB	157729	159126	-	0	"b0143,ECK0142,EG10690,pcnB,ECK120000683"	"PAP I,PcnB,ECK120005159,NP_414685.4"	ECK120000683	pcnB	b0143	-	NA	ECK120005159	poly(A) polymerase I	NA	157729	159126	0	NP_414685.4
b0144	gluQ	159186	160112	-	0	"b0144,ECK0143,EG11362,yadB,gluQ,ECK120001331"	"GluQ,YadB,ECK120005807,NP_414686.3"	ECK120001331	gluQ	b0144	-	NA	ECK120005807	glutamyl-Q tRNA<sup>Asp</sup> synthetase	NA	159186	160112	0	NP_414686.3
b0145	dksA	160149	160604	-	0	"b0145,ECK0144,EG10230,msmA,dksA,ECK120000224"	"DksA,MsmA,ECK120004700,NP_414687.1"	ECK120000224	dksA	b0145	-	NA	ECK120004700	RNA polymerase-binding transcription factor DksA	NA	160149	160604	0	NP_414687.1
b0146	sfsA	160782	161486	-	0	"b0146,ECK0145,EG10949,sfs,sfs1,sfsA,ECK120000938"	"Sfs,SfsA,ECK120005414,NP_414688.1"	ECK120000938	sfsA	b0146	-	NA	ECK120005414	putative DNA-binding transcriptional regulator of maltose metabolism	NA	160782	161486	0	NP_414688.1
b0147	thpR	161501	162031	-	0	"b0147,ECK0146,EG12330,ligT,yadP,thpR,ECK120002205"	"LigT,ThpR,YadP,ECK120006680,NP_414689.4"	ECK120002205	thpR	b0147	-	NA	ECK120006680	"RNA 2',3'-cyclic phosphodiesterase"	NA	161501	162031	0	NP_414689.4
b0148	hrpB	162105	164534	+	0	"b0148,ECK0147,EG12329,yadO,hrpB,ECK120002204"	"HrpB,YadO,ECK120006679,NP_414690.4"	ECK120002204	hrpB	b0148	+	NA	ECK120006679	putative ATP-dependent RNA helicase HrpB	NA	162105	164534	0	NP_414690.4
b0149	mrcB	164730	167264	+	0	"b0149,ECK0148,EG10605,pbpF,ponB,mrcB,ECK120000598"	"MrcB,PBP1B,PBP1B&alpha;,PBP1Bs,PbpF,penicillin binding protein 1B,penicillin binding protein 1B&alpha;,penicillin binding protein 1B&gamma;,PonB,ECK120005074,ECK125286432,NP_414691.1"	ECK120000598	mrcB	b0149	+	NA	"ECK120005074,ECK125286432"	"PBP1B&gamma;,peptidoglycan glycosyltransferase / peptidoglycan DD-transpeptidase MrcB"	NA	164730	167264	0	NP_414691.1
b0150	fhuA	167484	169727	+	0	"b0150,ECK0149,EG10302,T1,T5rec,tonA,fhuA,ECK120000296"	"FhuA,TonA,ECK120004772,NP_414692.1"	ECK120000296	fhuA	b0150	+	NA	ECK120004772	ferrichrome outer membrane transporter/phage receptor	NA	167484	169727	0	NP_414692.1
b0151	fhuC	169778	170575	+	0	"b0151,ECK0150,EG10304,fhuC,ECK120000298"	"FhuC,ECK120004774,NP_414693.1"	ECK120000298	fhuC	b0151	+	NA	ECK120004774	iron(III) hydroxamate ABC transporter ATP binding subunit	NA	169778	170575	0	NP_414693.1
b0152	fhuD	170575	171465	+	0	"b0152,ECK0151,EG10305,fhuD,ECK120000299"	"FhuD,ECK120004775,NP_414694.1"	ECK120000299	fhuD	b0152	+	NA	ECK120004775	iron(III) hydroxamate ABC transporter periplasmic binding protein	NA	170575	171465	0	NP_414694.1
b0153	fhuB	171462	173444	+	0	"b0153,ECK0152,EG10303,fhuB,ECK120000297"	"FhuB,ECK120004773,NP_414695.1"	ECK120000297	fhuB	b0153	+	NA	ECK120004773	iron(III) hydroxamate ABC transporter membrane subunit	NA	171462	173444	0	NP_414695.1
b0154	hemL	173602	174882	-	0	"b0154,ECK0153,EG10432,gsa,popC,hemL,ECK120000425"	"Gsa,HemL,PopC,ECK120004901,NP_414696.1"	ECK120000425	hemL	b0154	-	NA	ECK120004901	"glutamate-1-semialdehyde 2,1-aminomutase"	NA	173602	174882	0	NP_414696.1
b4765	yadX	175048	175095	+	0	"b4765,ECK4622,G0-17011,yadX,ECK125286412"	"YadX,ECK125286459"	ECK125286412	yadX	b4765	+	NA	ECK125286459	protein YadX	NA	175048	175095	0	NA
b0155	clcA	175107	176528	+	0	"b0155,ECK0154,EG12331,eriC,yadQ,clcA,ECK120002206"	"ClC-ec1,ClcA,EriC,YadQ,ECK120006681,NP_414697.1"	ECK120002206	clcA	b0155	+	NA	ECK120006681	chloride:H<sup>+</sup> antiporter ClcA	NA	175107	176528	0	NP_414697.1
b4728	yadW	176552	176617	+	0	"b4728,ECK4585,G0-16723,yadW,ECK125276517"	"YadW,ECK125276580"	ECK125276517	yadW	b4728	+	NA	ECK125276580	protein YadW	NA	176552	176617	0	NA
b0156	erpA	176610	176954	+	0	"b0156,ECK0155,EG12332,yadR,erpA,ECK120002207"	"ErpA,essential respiratory protein A,YadR,ECK120006682,NP_414698.1"	ECK120002207	erpA	b0156	+	NA	ECK120006682	iron-sulfur cluster insertion protein ErpA	NA	176610	176954	0	NP_414698.1
b0157	yadS	177001	177624	-	0	"b0157,ECK0156,EG12333,yadS,ECK120002208"	"conserved inner membrane protein YadS,YadS,ECK120006683,NP_414699.1"	ECK120002208	yadS	b0157	-	NA	ECK120006683	PF03458 family protein YadS	NA	177001	177624	0	NP_414699.1
b0158	btuF	177662	178462	-	0	"b0158,ECK0157,EG12334,yadT,btuF,ECK120002209"	"BtuF,YadT,ECK120006684,NP_414700.1"	ECK120002209	btuF	b0158	-	NA	ECK120006684	vitamin B<sub>12</sub> ABC transporter periplasmic binding protein	NA	177662	178462	0	NP_414700.1
b0159	mtn	178455	179153	-	0	"b0159,ECK0158,EG11090,mtnN,pfs,yadA,mtn,ECK120001078"	"Mtn,MtnN,Pfs,YadA,ECK120005554,NP_414701.1"	ECK120001078	mtn	b0159	-	NA	ECK120005554	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	NA	178455	179153	0	NP_414701.1
b0160	dgt	179237	180754	+	0	"b0160,ECK0159,EG10225,optA,dgt,ECK120000219"	"Dgt,OptA,ECK120004695,NP_414702.1"	ECK120000219	dgt	b0160	+	NA	ECK120004695	dGTP triphosphohydrolase	NA	179237	180754	0	NP_414702.1
b0161	degP	180884	182308	+	0	"b0161,ECK0160,EG10463,htrA,ptd,degP,ECK120000456"	"DegP,HtrA,protease Do,Ptd,ECK120004932,NP_414703.1"	ECK120000456	degP	b0161	+	NA	ECK120004932	periplasmic serine endoprotease DegP	NA	180884	182308	0	NP_414703.1
b0162	cdaR	182463	183620	+	1	"b0162,ECK0161,EG12335,sdaR,yaeG,cdaR,ECK120002210"	"CdaR,SdaR,YaeG,ECK120006685,NP_414704.4"	ECK120002210	cdaR	b0162	+	NA	ECK120006685	DNA-binding transcriptional activator CdaR	NA	182463	183620	1	NP_414704.4
b0163	yaeH	183709	184095	-	0	"b0163,ECK0162,EG12336,yaeH,ECK120002211"	"YaeH,ECK120006686,NP_414705.1"	ECK120002211	yaeH	b0163	-	NA	ECK120006686	DUF3461 domain-containing protein YaeH	NA	183709	184095	0	NP_414705.1
b0164	yaeI	184257	185069	-	0	"b0164,ECK0163,EG12337,yaeI,ECK120002212"	"YaeI,ECK120006687,NP_414706.2"	ECK120002212	yaeI	b0164	-	NA	ECK120006687	phosphodiesterase YaeI	NA	184257	185069	0	NP_414706.2
b0165	b0165	184987	185118	-	0	"G6091,NA,b0165,ECK120002711"	"b0165,NA"	ECK120002711	b0165	b0165	-	Phantom Gene	NA	NA	NA	184987	185118	0	NA
b0166	dapD	185123	185947	-	0	"b0166,ECK0164,EG10207,ssa,dapD,ECK120000201"	"DapD,Ssa,ECK120004677,NP_414708.1"	ECK120000201	dapD	b0166	-	NA	ECK120004677	tetrahydrodipicolinate succinylase	NA	185123	185947	0	NP_414708.1
b0167	glnD	185978	188650	-	0	"b0167,ECK0165,EG11411,glnD5,glnD,ECK120001377"	"GlnD,UTase/UR,ECK120005853,NP_414709.1"	ECK120001377	glnD	b0167	-	NA	ECK120005853	PII uridylyltransferase / uridylyl removing enzyme	NA	185978	188650	0	NP_414709.1
b0168	map	188712	189506	-	0	"b0168,ECK0166,EG10570,map,ECK120000563"	"Map,ECK120005039,NP_414710.1"	ECK120000563	map	b0168	-	NA	ECK120005039	methionine aminopeptidase	NA	188712	189506	0	NP_414710.1
b4414	tff	189712	189847	+	0	"b4414,ECK0167,G0-8895,t44,b4414_ncRNA_189711_189847,tff,ECK120002606"	"putative small RNA T44,t44,T44 putative small RNA or attenuator,ECK120007080"	ECK120002606	tff	b4414	+	NA	ECK120007080	Tff	small RNA	189712	189847	0	NA
b0169	rpsB	189874	190599	+	0	"b0169,ECK0168,EG10901,rpsB,ECK120000892"	"RpsB,ECK120005368,NP_414711.1"	ECK120000892	rpsB	b0169	+	NA	ECK120005368	30S ribosomal subunit protein S2	NA	189874	190599	0	NP_414711.1
b0170	tsf	190857	191708	+	0	"b0170,ECK0169,EG11033,tsf,ECK120001022"	"EF1B,Tsf,ECK120005498,NP_414712.1"	ECK120001022	tsf	b0170	+	NA	ECK120005498	protein chain elongation factor EF-Ts	NA	190857	191708	0	NP_414712.1
b0171	pyrH	191855	192580	+	0	"b0171,ECK0170,EG11539,smbA,umk,pyrH,ECK120001493"	"PyrH,SmbA,Umk,ECK120005969,NP_414713.1"	ECK120001493	pyrH	b0171	+	NA	ECK120005969	UMP kinase	NA	191855	192580	0	NP_414713.1
b0172	frr	192872	193429	+	0	"b0172,ECK0171,EG10335,rrf,frr,ECK120000329"	"Frr,release factor 4,RF4,ribosome release factor,RR factor,Rrf,ECK120004805,NP_414714.1"	ECK120000329	frr	b0172	+	NA	ECK120004805	ribosome-recycling factor	NA	192872	193429	0	NP_414714.1
b0173	dxr	193521	194717	+	0	"b0173,ECK0172,EG12715,ispC,yaeM,dxr,ECK120002371"	"Dxr,IspC,YaeM,ECK120006846,NP_414715.1"	ECK120002371	dxr	b0173	+	NA	ECK120006846	1-deoxy-D-xylulose 5-phosphate reductoisomerase	NA	193521	194717	0	NP_414715.1
